repo_name,files,major_extension,major_files,major_avg_size,major_capped_avg_file,major_std_size,major_capped_std_file,major_extension_ratio
AnnikaH/IncludeOS,722,.cpp,534,3930.455056,3930.455056,4543.588392,4543.588392,0.739612188
sikmir/QGIS,3163,.cpp,2070,14674.27536,13920.9657,32866.76317,21672.36475,0.654441986
alpha-unito/PiCo,26,.cpp,23,2793.347826,2793.347826,1485.782794,1485.782794,0.884615385
rawodb/bitcoin,551,.cpp,279,14812.67025,14461.71685,27472.47733,24914.39391,0.506352087
droark/bitcoin,549,.cpp,279,14779.26882,14433.39785,27393.41233,24871.68983,0.508196721
Aerotenna/Firmware,967,.cpp,535,11875.58505,11875.58505,15310.50436,15310.50436,0.553257497
PeterPetrik/QGIS,3164,.cpp,2071,14676.64317,13923.69725,32860.87525,21670.32946,0.654551201
tkacleonid/iGlobOpt,24,.cpp,24,7841.166667,7841.166667,9193.79892,9193.79892,1
lssfau/walberla,628,.cpp,536,12595.70896,12525.02425,19496.92793,18807.76638,0.853503185
ivansib/sibcoin,527,.cpp,281,15484.45196,15306.38078,25348.11863,24064.96739,0.533206831
energicryptocurrency/energi,523,.cpp,281,15731.2847,15511.58719,25977.65122,24403.23009,0.537284895
webmaster128/botan,566,.cpp,537,8090.67784,8090.67784,12173.32237,12173.32237,0.948763251
JamesShaeffer/QGIS,3166,.cpp,2073,14680.05258,13927.50989,32855.71781,21672.55759,0.654769425
rduivenvoorde/QGIS,3166,.cpp,2073,14678.77328,13926.24409,32855.37281,21672.14381,0.654769425
isaachier/hunter,352,.cpp,282,1190.329787,1190.329787,5103.778842,5103.778842,0.801136364
hioa-cs/IncludeOS,728,.cpp,538,3978.555762,3978.555762,4614.365838,4614.365838,0.739010989
jonasschnelli/bitcoin,560,.cpp,283,14784.85512,14441.95053,27351.31716,24844.34446,0.505357143
DISTORTEC/distortos,312,.cpp,283,7136.667845,7136.667845,10617.93478,10617.93478,0.907051282
qgis/QGIS,3168,.cpp,2075,14673.69205,13921.82651,32841.81156,21663.6962,0.654987374
gingerBill/Odin,36,.cpp,28,46413.35714,40826.57143,70814.66367,51405.83561,0.777777778
xsacha/hunter,354,.cpp,284,1210.573944,1210.573944,5091.431848,5091.431848,0.802259887
Bushstar/UFO-Project,562,.cpp,284,14830.16901,14487.59507,27349.4532,24845.73362,0.505338078
poparteu/openMVG,362,.cpp,284,10177.8838,10177.8838,12310.30957,12310.30957,0.784530387
krbeverx/Firmware,971,.cpp,540,11870.2537,11870.2537,15306.92807,15306.92807,0.556127703
rokups/Urho3D,2015,.cpp,1052,18515.43061,17487.49715,35195.42885,25028.36676,0.522084367
eranif/codelite,1794,.cpp,1564,13260.63811,12146.09015,39327.71694,22709.62451,0.871794872
mikesart/imgui,48,.cpp,29,48367.65517,31794.89655,123938.6237,48041.37377,0.604166667
maratonago/maratonago.github.io,45,.cpp,29,704.7931034,704.7931034,587.467469,587.467469,0.644444444
dougbinks/imgui,48,.cpp,29,46366.17241,30982.86207,117297.4411,46340.6284,0.604166667
kaorut/tetengo2,303,.cpp,285,6397.954386,6397.954386,9144.783492,9144.783492,0.940594059
luspi/photoqt,37,.cpp,31,12805.96774,12805.96774,11220.7087,11220.7087,0.837837838
burningreggae/imgui,48,.cpp,32,44019.15625,28546.75,121114.4802,47183.06384,0.666666667
lostjared/Acid.Cam.v2.OSX,34,.cpp,33,23293.18182,23293.18182,19819.75371,19819.75371,0.970588235
maowerner/sLapH-contractions,49,.cpp,33,6978.30303,6978.30303,7434.778096,7434.778096,0.673469388
JeremyRubin/bitcoin,577,.cpp,289,14385.96886,14192.33218,25919.68027,24507.67483,0.500866551
the-metaverse/metaverse,683,.cpp,545,6306.730275,6303.836697,12513.26096,12472.77363,0.79795022
Pakketeretet2/lammps,3588,.cpp,3105,9921.682126,9869.269887,16877.50344,16186.47024,0.865384615
CondensedOtters/PHYSIX_Utils,50,.cpp,34,6600.411765,6600.411765,5677.273119,5677.273119,0.68
ocornut/imgui,50,.cpp,34,46727.20588,33649.70588,98039.45645,53688.45374,0.68
bkaradzic/imgui,50,.cpp,34,46745.55882,33650,98097.4547,53689.18815,0.68
RHavar/bitcoin,578,.cpp,290,14332.8069,14140.36207,25849.48979,24441.91886,0.501730104
Christewart/bitcoin,578,.cpp,290,14332.8069,14140.36207,25849.48979,24441.91886,0.501730104
mitchellcash/bitcoin,578,.cpp,290,14335.33793,14143.02414,25861.49684,24455.60283,0.501730104
ericshawlinux/bitcoin,577,.cpp,290,14337.07241,14144.57586,25852.93487,24445.21457,0.502599653
ugeneunipro/ugene,2509,.cpp,2338,10751.09453,10420.4166,21361.6706,17215.61985,0.931845357
nfrechette/acl,51,.cpp,35,5777.971429,5777.971429,8232.795671,8232.795671,0.68627451
nlgcoin/guldencoin-official,502,.cpp,291,47115,16943.56014,523100.465,28225.03221,0.579681275
tulip5/tulip,1637,.cpp,1315,16136.25779,15296.05703,34153.61439,27079.95195,0.803298717
teemuatlut/Marlin,319,.cpp,292,8938.386986,8775.469178,19442.29583,17727.65548,0.915360502
FeatherCoin/Feathercoin,574,.cpp,292,14395.45548,14213.37671,25786.04143,24462.52027,0.508710801
alfred-bratterud/IncludeOS,740,.cpp,548,3944.859489,3944.859489,4554.298277,4554.298277,0.740540541
marcosgambeta/Qt5xHb,838,.cpp,804,2005.022388,2005.022388,2727.614552,2727.614552,0.959427208
anlambert/tulip,1638,.cpp,1316,16123.84422,15284.28191,34142.48385,27071.62149,0.803418803
3d-gussner/Prusa-Firmware,63,.cpp,37,34092,29310.94595,62751.8381,43588.77593,0.587301587
pstratem/bitcoin,582,.cpp,293,14268.08874,14086.3959,25683.53243,24345.13702,0.503436426
UdjinM6/dash,548,.cpp,293,15804.69625,15642.92491,25513.86654,24367.55937,0.534671533
alecalve/bitcoin,580,.cpp,293,14220.53925,14030.01365,25736.85055,24336.45467,0.505172414
cdecker/bitcoin,581,.cpp,293,14238.96246,14044.74061,25757.31843,24330.77509,0.504302926
GlobalBoost/GlobalBoost,582,.cpp,293,14268.08874,14086.3959,25683.53243,24345.13702,0.503436426
dashpay/dash,548,.cpp,293,15804.69625,15642.92491,25513.86654,24367.55937,0.534671533
ajtowns/bitcoin,581,.cpp,293,14266.84642,14085.23549,25683.37165,24345.66033,0.504302926
nmarley/dash,548,.cpp,293,15804.69625,15642.92491,25513.86654,24367.55937,0.534671533
TheZeroBeast/Prusa-Firmware,63,.cpp,38,34001.42105,28958.47368,63910.76943,43178.21606,0.603174603
morganbengtsson/mos,41,.cpp,38,3814.815789,3814.815789,11479.20373,11479.20373,0.926829268
jlopp/statoshi,582,.cpp,294,14248.80952,14039.39456,25904.52135,24354.63608,0.505154639
prusa3d/Prusa-Firmware,65,.cpp,39,32920.35897,28261.53846,61966.65911,42917.85349,0.6
polymonster/pmtech,367,.cpp,295,20220.87119,19182.50847,37344.03227,27228.64038,0.803814714
kazcw/bitcoin,586,.cpp,295,14192.75593,14012.10508,25635.50969,24301.85744,0.503412969
rouault/Quantum-GIS,2835,.cpp,1831,14879.92955,14149.69962,32733.03963,22067.43168,0.645855379
mroonga/mroonga,71,.cpp,40,21497.85,11833.65,88740.09134,28376.11006,0.563380282
GravisZro/pdtk,41,.cpp,41,6675.390244,6675.390244,8507.636175,8507.636175,1
NeroBurner/hunter,367,.cpp,297,1278.279461,1278.279461,5352.335631,5352.335631,0.809264305
Sjors/bitcoin,591,.cpp,297,14295.83838,14061.49832,26189.1668,24481.63086,0.502538071
FeMTTU/femus,372,.cpp,297,20224.88889,20216.57239,20967.11536,20902.93589,0.798387097
tjps/bitcoin,593,.cpp,297,14289.34343,14076.56566,26003.25093,24451.00106,0.50084317
Artiom-M/xpiks,330,.cpp,297,5956.747475,5956.747475,6972.839108,6972.839108,0.9
anditto/bitcoin,591,.cpp,297,14295.83838,14061.49832,26189.1668,24481.63086,0.502538071
qreal/qreal,1495,.cpp,1321,4722.069644,4675.868282,9922.812734,8912.336976,0.88361204
ZiminGrigory/qreal,1495,.cpp,1321,4722.069644,4675.868282,9922.812734,8912.336976,0.88361204
OpenMx/OpenMx,60,.cpp,42,23611.92857,23611.92857,25958.61569,25958.61569,0.7
dagurval/bitcoinxt,507,.cpp,298,10531.89262,10302.97315,19688.4447,17148.26308,0.587771203
ftrader-bitcoinabc/bitcoin-abc,553,.cpp,298,13870,13792.99664,23707.5488,23123.66781,0.538878843
MooglyGuy/mame,9208,.cpp,7466,22227.24525,19898.8465,57213.58834,30665.11922,0.810816681
FertigLab/CoGAPS,43,.cpp,43,4040.72093,4040.72093,3260.63916,3260.63916,1
CoGAPS/CoGAPS,43,.cpp,43,4032.232558,4032.232558,3231.254274,3231.254274,1
BitcoinUnlimited/BitcoinUnlimited,563,.cpp,299,14227.23411,14227.23411,20618.85056,20618.85056,0.531083481
Justaphf/BitcoinUnlimited,572,.cpp,299,14290.23411,14290.23411,20583.4541,20583.4541,0.522727273
randombit/botan,584,.cpp,555,8103.836036,8103.836036,12125.28037,12125.28037,0.950342466
smeighan/xLights,593,.cpp,555,22227.17838,18466.92613,84303.90768,27823.54403,0.935919056
eaulisa/MyFEMuS,375,.cpp,300,19014.76,19006.52667,20017.29438,19950.23423,0.8
AndreasAakesson/IncludeOS,753,.cpp,556,3978.079137,3978.079137,4609.563261,4609.563261,0.738379814
fwsGonzo/IncludeOS,753,.cpp,556,3978.106115,3978.106115,4609.593166,4609.593166,0.738379814
MIPT-ILab/mipt-mips-2015,45,.cpp,45,5257.866667,5257.866667,10200.56822,10200.56822,1
michpolicht/CuteHMI,52,.cpp,45,1933.933333,1933.933333,2053.645975,2053.645975,0.865384615
sipsorcery/bitcoin,601,.cpp,301,14260.68106,14044.22259,25991.04322,24404.346,0.500831947
AkioNak/bitcoin,601,.cpp,301,14268.02326,14051.56478,25992.75128,24406.23044,0.500831947
bitcoin/bitcoin,601,.cpp,301,14268.02326,14051.56478,25992.75128,24406.23044,0.500831947
lateminer/bitcoin,601,.cpp,301,14260.68106,14044.22259,25991.04322,24404.346,0.500831947
fanquake/bitcoin,601,.cpp,301,14268.02326,14051.56478,25992.75128,24406.23044,0.500831947
giorgiobornia/femus,376,.cpp,301,19923.69103,19915.48505,21015.54239,20952.24796,0.800531915
kallewoof/bitcoin,601,.cpp,301,14268.02326,14051.56478,25992.75128,24406.23044,0.500831947
muldjord/skyscraper,47,.cpp,46,8709.521739,8709.521739,10582.67842,10582.67842,0.978723404
achurch/decaf-emu,591,.cpp,558,7422.516129,7422.516129,10174.24682,10174.24682,0.944162437
tkrokli/TrinityCore,1147,.cpp,1070,20995.34206,19128.52991,47888.56416,27732.24421,0.932868352
gabyx/ExecutionGraph,75,.cpp,47,4330.106383,4330.106383,3562.431603,3562.431603,0.626666667
Bitcoin-ABC/bitcoin-abc,568,.cpp,303,13952.46865,13837.66007,24014.7993,23125.98215,0.533450704
butcherg/rawproc,55,.cpp,48,13545.58333,13545.58333,21659.88007,21659.88007,0.872727273
MateoConLechuga/CEmu,90,.cpp,48,10847.85417,10847.85417,19968.98981,19968.98981,0.533333333
syscoin/syscoin,537,.cpp,304,17199.54276,17014.03947,27896.28758,26681.8969,0.566108007
syscoin/syscoin2,537,.cpp,304,17168.17763,16982.67434,27875.8152,26660.27305,0.566108007
Pursche/ElunaTrinityWotlk,1183,.cpp,1072,20977.25746,19110.76866,47891.45651,27720.96206,0.906170752
daniviga/QGIS,2884,.cpp,1840,14915.77935,14163.10054,32949.37772,22083.90009,0.638002774
m-kuhn/QGIS,2878,.cpp,1840,14877.50598,14137.12011,32802.71857,22047.80657,0.63933287
p3p/Marlin,54,.cpp,49,29822.73469,23360.40816,73186.92758,38665.7348,0.907407407
amcamd/rocBLAS,70,.cpp,49,9148.836735,9148.836735,11903.56411,11903.56411,0.7
ROCmSoftwarePlatform/rocBLAS,70,.cpp,49,9160.795918,9160.795918,11917.89975,11917.89975,0.7
MIPT-ILab/mipt-mips,49,.cpp,49,5463.959184,5463.959184,9991.505953,9991.505953,1
AyrtonStout/TrinityCore,1152,.cpp,1073,20968.13234,19104.63001,47859.45734,27687.17758,0.931423611
iakov/qreal,1518,.cpp,1329,5104.406321,5041.498119,11978.548,10875.28202,0.875494071
lreis2415/SEIMS,478,.cpp,306,9576.24183,9576.24183,11532.94482,11532.94482,0.640167364
regneq/TrinityCore,1153,.cpp,1074,20889.58007,19029.01862,47821.11221,27654.19249,0.931483088
diego-cr/Marlin,60,.cpp,51,31562.92157,24924.19608,75381.73682,40475.21093,0.85
universam1/Marlin,61,.cpp,51,32257.5098,25190.98039,78270.57786,40898.44596,0.836065574
precision/Marlin,60,.cpp,51,32279.35294,25205.88235,78327.93813,40923.70687,0.85
MarkZH/Genetic_Chess,69,.cpp,51,5644.176471,5644.176471,10637.25131,10637.25131,0.739130435
santam85/Marlin,60,.cpp,51,32279.35294,25205.88235,78327.93813,40923.70687,0.85
Rombur/DataTransferKit,69,.cpp,51,9913.745098,9913.745098,7813.983992,7813.983992,0.739130435
ejtagle/Marlin,60,.cpp,51,32257.5098,25190.98039,78270.57786,40898.44596,0.85
ivanovp/Marlin_CoreXY,60,.cpp,51,31523.01961,24914.72549,75191.50821,40474.17619,0.85
dalg24/DataTransferKit,69,.cpp,51,9878.27451,9878.27451,7761.876101,7761.876101,0.739130435
EugeneStarokoltsev/Marlin,60,.cpp,51,31496.41176,24895.60784,75148.22419,40477.65761,0.85
LVD-AC/Marlin,60,.cpp,51,31492.17647,24881.43137,75204.68993,40457.33563,0.85
ORNL-CEES/DataTransferKit,69,.cpp,51,9878.27451,9878.27451,7761.876101,7761.876101,0.739130435
farzadb82/Marlin,60,.cpp,51,31496.37255,24891.21569,75170.43491,40467.16004,0.85
Hertog99/Marlin,60,.cpp,51,32257.5098,25190.98039,78270.57786,40898.44596,0.85
andrei-tatar/Marlin,60,.cpp,51,32257.5098,25190.98039,78270.57786,40898.44596,0.85
MagoKimbra/Marlin,60,.cpp,51,31496.37255,24891.21569,75170.43491,40467.16004,0.85
jaysuk/Marlin,60,.cpp,51,32257.5098,25190.98039,78270.57786,40898.44596,0.85
c0un7-z3r0/Marlin,60,.cpp,51,32256.58824,25208.39216,78181.44971,40926.98545,0.85
dot-bob/Marlin,60,.cpp,51,32279.35294,25205.88235,78327.93813,40923.70687,0.85
gbyczyns/Marlin,60,.cpp,51,31502.05882,24896.01961,75180.87975,40477.53173,0.85
MarlinFirmware/Marlin,60,.cpp,51,32257.5098,25190.98039,78270.57786,40898.44596,0.85
jbrazio/Marlin,59,.cpp,51,30829.5098,24364.35294,74175.73813,40195.39275,0.86440678
COMBINE-lab/salmon,91,.cpp,51,19337.13725,19337.13725,27558.8253,27558.8253,0.56043956
mavam/vast,336,.cpp,307,5124.228013,5124.228013,7959.591552,7959.591552,0.913690476
mvs-live/metaverse,714,.cpp,563,6576.57016,6573.769094,13016.82425,12979.21458,0.788515406
dresden-elektronik/deconz-rest-plugin,54,.cpp,52,35855.86538,28875.05769,79697.61738,40820.8673,0.962962963
PooyaEimandar/WolfEngine,547,.cpp,308,14831.29545,13170.3961,43747.80333,23891.63868,0.563071298
ajweeks/FlexEngine,58,.cpp,53,23454.81132,21437.03774,45979.73561,36821.44846,0.913793103
KDE/kio,311,.cpp,309,13880.24595,13799.05825,21085.07229,20383.05552,0.993569132
ToruNiina/Mjolnir,54,.cpp,54,3978.240741,3978.240741,2306.815504,2306.815504,1
MetaBarj0/TrinityCore,1158,.cpp,1078,20900.87848,19047.97032,47760.71487,27643.36995,0.930915371
vast-io/vast,340,.cpp,311,5112.916399,5112.916399,7925.5142,7925.5142,0.914705882
factor/factor,83,.cpp,56,5216.607143,5216.607143,8688.166692,8688.166692,0.674698795
tgunr/factor,84,.cpp,56,5216.607143,5216.607143,8688.166692,8688.166692,0.666666667
bpollack/factor,83,.cpp,56,5216.607143,5216.607143,8688.166692,8688.166692,0.674698795
mrjbq7/factor,83,.cpp,56,5216.607143,5216.607143,8688.166692,8688.166692,0.674698795
AlexIljin/factor,83,.cpp,56,5216.607143,5216.607143,8688.166692,8688.166692,0.674698795
bitcoinxt/bitcoinxt,529,.cpp,312,10438.71474,10222.71474,19412.31366,16991.22215,0.589792061
pete318/TrinityCore,1160,.cpp,1080,20877.58056,19027.29907,47745.73126,27636.61411,0.931034483
ccrs/TrinityCore,1160,.cpp,1080,20880.91019,19030.6713,47749.90036,27644.69087,0.931034483
mvs-org/metaverse,720,.cpp,569,6649.97891,6647.207381,13201.56378,13164.88964,0.790277778
ElunaLuaEngine/ElunaTrinityWotlk,1195,.cpp,1081,20884.58094,19032.7123,47785.55692,27666.19529,0.904602511
Scytheria23/The-Eternal-Crusade,1161,.cpp,1081,20868.09066,19018.09898,47747.59827,27640.72822,0.931093885
Rochet2/TrinityCore,1161,.cpp,1081,20867.54949,19017.55504,47747.46159,27640.35809,0.931093885
jackpoz/TrinityCore,1161,.cpp,1081,20867.54949,19017.55504,47747.46159,27640.35809,0.931093885
r00ty-tc/TrinityCore,1161,.cpp,1081,20867.54949,19017.55504,47747.46159,27640.35809,0.931093885
supertriodo/Arena-Tracker,64,.cpp,58,16717.37931,16717.37931,29324.6853,29324.6853,0.90625
Megamouse/rpcs3,316,.cpp,314,14688.0828,14688.0828,21182.58684,21182.58684,0.993670886
Koensw/allpix-squared,77,.cpp,59,9400.389831,9400.389831,9068.155734,9068.155734,0.766233766
123xlex/TrinityCore,1163,.cpp,1083,20832.03786,18986.88181,47687.46228,27609.16265,0.931212382
DHrpcs3/rpcs3,318,.cpp,316,14735.11709,14735.11709,21250.26836,21250.26836,0.993710692
SakataGintokiYT/rpcs3,318,.cpp,316,14648.61076,14648.61076,21172.38752,21172.38752,0.993710692
fredroy/sofa,2501,.cpp,2108,7698.820209,7632.737666,12248.21643,10863.77602,0.842862855
jlppc/OpMon,63,.cpp,61,7084.081967,7084.081967,19972.77718,19972.77718,0.968253968
mpm11011/rpcs3,319,.cpp,317,15397.80442,15397.80442,22913.22361,22913.22361,0.993730408
ruslo/hunter,387,.cpp,317,1227.574132,1227.574132,5187.161009,5187.161009,0.819121447
Roxy-3D/Marlin,344,.cpp,317,8525.864353,8525.864353,14451.35826,14451.35826,0.921511628
ingenue/hunter,387,.cpp,317,1227.574132,1227.574132,5187.161009,5187.161009,0.819121447
jarveson/rpcs3,319,.cpp,317,15153.87066,15153.87066,22371.09516,22371.09516,0.993730408
mchiasson/hunter,387,.cpp,317,1227.574132,1227.574132,5187.161009,5187.161009,0.819121447
hugtalbot/sofa,2503,.cpp,2109,7728.757231,7662.706022,12250.42332,10867.14465,0.842588893
osm2go/osm2go,71,.cpp,62,14272.22581,14272.22581,14794.00905,14794.00905,0.873239437
DerDakon/osm2go,71,.cpp,62,14272.22581,14272.22581,14794.00905,14794.00905,0.873239437
AMDmi3/osm2go,71,.cpp,62,14281.54839,14281.54839,14809.01449,14809.01449,0.873239437
jnbrunet/sofa,2504,.cpp,2110,7728.896209,7662.876303,12249.4298,10866.72327,0.842651757
guparan/sofa,2504,.cpp,2110,7728.896209,7662.876303,12249.4298,10866.72327,0.842651757
moducom/mc-coap,79,.cpp,63,4128.365079,4128.365079,4023.27605,4023.27605,0.797468354
wflohry/imgui-addons,87,.cpp,63,75412.84127,57715.50794,118809.848,64658.67629,0.724137931
Tarsnap/tarsnap-gui,77,.cpp,63,6104.539683,6104.539683,7321.077185,7321.077185,0.818181818
shinnok/tarsnap-gui,76,.cpp,63,5990.126984,5990.126984,7317.546441,7317.546441,0.828947368
AniLeo/rpcs3,321,.cpp,319,15566.70846,15566.70846,23171.35863,23171.35863,0.99376947
lriki/Lumino,375,.cpp,319,6500.369906,6500.369906,8299.611025,8299.611025,0.850666667
linuxdeepin/dde-control-center,320,.cpp,319,4822.617555,4822.617555,3716.419127,3716.419127,0.996875
dot-bob/Marlin-Duplicator-6,346,.cpp,319,8512.332288,8512.332288,14498.49268,14498.49268,0.921965318
amzeratul/halley,396,.cpp,319,5184.902821,5058.526646,14490.3094,12669.58649,0.805555556
acmepjz/meandmyshadow,68,.cpp,64,17816.3125,17816.3125,25124.69296,25124.69296,0.941176471
aff3ct/aff3ct,353,.cpp,320,5443.61875,5443.61875,5874.712379,5874.712379,0.906515581
AnHardt/Marlin,347,.cpp,320,8525.09375,8525.09375,14552.98517,14552.98517,0.922190202
DominicDirkx/tudat,578,.cpp,576,10687.85764,10687.85764,11510.81441,11510.81441,0.996539792
Flix01/imgui,89,.cpp,65,76890.43077,59787.72308,109490.7399,66126.13878,0.730337079
sekiguchi-nagisa/ydsh,71,.cpp,65,14943.53846,14943.53846,16077.35807,16077.35807,0.915492958
f1nalspace/final_game_tech,116,.cpp,65,23128.09231,19168.50769,58421.15324,33172.10213,0.560344828
paradajz/OpenDeck,106,.cpp,65,4996.630769,4996.630769,4972.677874,4972.677874,0.613207547
Nekotekina/rpcs3,323,.cpp,321,15591.56698,15591.56698,23235.65158,23235.65158,0.99380805
ikki84/rpcs3,323,.cpp,321,15573.95639,15573.95639,23177.14567,23177.14567,0.99380805
RPCS3/rpcs3,323,.cpp,321,15591.17757,15591.17757,23235.82785,23235.82785,0.99380805
kd-11/rpcs3,323,.cpp,321,15594.02804,15594.02804,23220.64345,23220.64345,0.99380805
tuxbox-neutrino/gui-neutrino,371,.cpp,321,18992.87227,18804.4081,27989.19513,26772.16778,0.865229111
starlightknight/rpcs3,323,.cpp,321,15591.17757,15591.17757,23235.82785,23235.82785,0.99380805
CPFL/Autoware,921,.cpp,577,9660.684575,9660.684575,13127.97943,13127.97943,0.626492943
create3000/titania,1151,.cpp,1089,8604.157025,8461.882461,15342.76308,12825.79043,0.946133797
Expensify/Bedrock,69,.cpp,66,12931.93939,12931.93939,22493.76604,22493.76604,0.956521739
openhumanoids/exotica,107,.cpp,66,10321.48485,10321.48485,11195.53905,11195.53905,0.61682243
rmoravcik/Marlin,350,.cpp,322,8519.152174,8519.152174,14521.21116,14521.21116,0.92
Tudat/tudat,580,.cpp,578,10683.15917,10683.15917,11475.3755,11475.3755,0.996551724
DomainDrivenConsulting/dogen,1099,.cpp,1090,3887.030275,3887.030275,3931.449099,3931.449099,0.991810737
keyboardio/KeyboardioFirmware,67,.cpp,67,3499.223881,3499.223881,2387.522222,2387.522222,1
lrpirlet/Marlin,351,.cpp,323,8537.430341,8537.430341,14558.21759,14558.21759,0.92022792
JimBrown/MarlinTarantula,351,.cpp,323,8537.430341,8537.430341,14558.21759,14558.21759,0.92022792
benlye/Marlin,351,.cpp,323,8525.099071,8525.099071,14491.85635,14491.85635,0.92022792
peterfpeterson/mantid,4690,.cpp,2627,14422.38942,11199.63571,121799.3835,17709.89278,0.560127932
mganeva/mantid,4662,.cpp,2627,14409.63456,11186.88085,121796.5172,17687.84492,0.563492064
obra/KeyboardioFirmware,68,.cpp,68,3550.102941,3550.102941,2405.838856,2405.838856,1
mujx/nheko,76,.cpp,68,10324.02941,10324.02941,16309.81437,16309.81437,0.894736842
kobmaki/icinga2,359,.cpp,324,7796.481481,7796.481481,9349.867334,9349.867334,0.902506964
darkf/citra,342,.cpp,324,9600.808642,9600.808642,15979.87971,15979.87971,0.947368421
bredelings/BAli-Phy,1151,.cpp,836,4320.01555,4320.01555,5516.8086,5516.8086,0.726324935
rosswhitfield/mantid,4714,.cpp,2628,14436.08067,11214.55327,121777.7086,17719.50255,0.557488333
keyboardio/Kaleidoscope,69,.cpp,69,3519,3519,2386.429766,2386.429766,1
thinkyhead/Marlin,353,.cpp,325,8565.436923,8565.436923,14669.83365,14669.83365,0.920679887
KangDroid/Marlin,353,.cpp,325,8581.203077,8581.203077,14684.27902,14684.27902,0.920679887
Zangetsu38/rpcs3,327,.cpp,325,15640.27077,15640.27077,23290.53089,23290.53089,0.993883792
mantidproject/mantid,4725,.cpp,2629,14435.37467,11215.07265,121754.5427,17716.15242,0.556402116
agiliopadua/lammps,3627,.cpp,3141,9872.017829,9820.205667,16841.05893,16156.40544,0.866004963
giacomofiorin/lammps,3627,.cpp,3141,9872.017829,9820.205667,16841.05893,16156.40544,0.866004963
stanmoore1/lammps,3627,.cpp,3141,9871.367399,9819.555237,16836.41333,16151.56083,0.866004963
akohlmey/lammps,3627,.cpp,3141,9871.346387,9819.534225,16836.28804,16151.43016,0.866004963
ellio167/lammps,3627,.cpp,3141,9871.224132,9819.411971,16836.35863,16151.50335,0.866004963
PabloPiaggi/lammps,3627,.cpp,3141,9872.017829,9820.205667,16841.05893,16156.40544,0.866004963
lammps/lammps,3627,.cpp,3141,9872.017829,9820.205667,16841.05893,16156.40544,0.866004963
EQEmu/Server,1070,.cpp,583,19499.43225,18055.78559,43516.92626,34100.30924,0.544859813
af4t/Server,1070,.cpp,583,19499.46827,18055.82161,43516.9334,34100.31988,0.544859813
malin1993ml/peloton,728,.cpp,583,8393.552316,8393.552316,11140.20294,11140.20294,0.800824176
noudess/Server,1070,.cpp,583,19501.37564,18057.72899,43523.77279,34109.12837,0.544859813
regneq/Server-1,1070,.cpp,583,19463.8422,18040.34305,43338.45072,34078.2767,0.544859813
SofaDefrost/sofa,2512,.cpp,2119,7507.220859,7507.220859,10162.66433,10162.66433,0.843550955
ammen99/wayfire,73,.cpp,72,8216.694444,8216.694444,6158.794467,6158.794467,0.98630137
Ribtoks/xpiks,375,.cpp,329,6266.735562,6266.735562,7011.756113,7011.756113,0.877333333
Icinga/icinga2,365,.cpp,330,7832.512121,7832.512121,9279.774724,9279.774724,0.904109589
bebehei/icinga2,365,.cpp,330,7824.730303,7824.730303,9275.941658,9275.941658,0.904109589
LittleWhite-tb/citra,353,.cpp,330,9476.409091,9476.409091,15849.70677,15849.70677,0.934844193
Hearthstonepp/Hearthstonepp,87,.cpp,75,3228.346667,3228.346667,3783.615922,3783.615922,0.862068966
ArkGame/ArkGameFrame,102,.cpp,75,6861.986667,6861.986667,8927.007966,8927.007966,0.735294118
sofa-framework/sofa,2516,.cpp,2123,7356.636364,7356.636364,10150.41681,10150.41681,0.843799682
epernod/sofa,2516,.cpp,2123,7356.636364,7356.636364,10150.41681,10150.41681,0.843799682
mimesis-inria/sofa,2516,.cpp,2123,7353.828545,7353.828545,10145.01844,10145.01844,0.843799682
brpc/brpc,527,.cpp,332,16964.52711,13203.75,80014.22308,21172.97958,0.629981025
pbek/QOwnNotes,114,.cpp,77,37008.50649,17820.7013,172877.6723,33921.43392,0.675438597
jeffaco/mesos,748,.cpp,589,20099.48217,18838.01698,38845.15461,30162.22032,0.787433155
cmu-db/peloton,735,.cpp,589,8353.499151,8353.499151,11095.56333,11095.56333,0.801360544
jeyboy/rubyn,78,.cpp,78,9166.705128,9166.705128,15109.34808,15109.34808,1
QuantStack/xtensor,83,.cpp,79,10011.34177,10011.34177,12706.46357,12706.46357,0.951807229
JohanMabille/xtensor,83,.cpp,79,10011.34177,10011.34177,12706.46357,12706.46357,0.951807229
exjam/wiiu-emu,626,.cpp,591,7578.397631,7578.397631,10646.45034,10646.45034,0.944089457
Gilbert88/mesos,750,.cpp,591,20244.97293,18917.05584,39402.75589,30157.61384,0.788
decaf-emu/decaf-emu,626,.cpp,591,7579.125212,7579.125212,10646.52648,10646.52648,0.944089457
qtproject/qt-creator,3613,.cpp,3407,10153.0182,9976.878485,18561.77063,16267.13641,0.94298367
MRChemSoft/mrchem,106,.cpp,80,6791.5875,6791.5875,6593.687616,6593.687616,0.754716981
acnleditor2/citra,350,.cpp,336,7781.488095,7781.488095,13044.09585,13044.09585,0.96
asamerh4/mesos,751,.cpp,592,20265.16216,18939.48818,39373.22937,30138.02313,0.78828229
bbockelm/htcondor,2035,.cpp,1360,18197.22941,17568.57206,31809.11699,26107.25727,0.668304668
revel8n/dolphin,2072,.cpp,1616,15680.0229,15325.54517,25754.46006,22454.67587,0.77992278
