repo_name,files,major_extension,major_files,major_avg_size,major_capped_avg_file,major_std_size,major_capped_std_file,major_extension_ratio
Mokolea/docker,4828,.go,4746,7330.651285,6951.249052,22757.46174,16043.6336,0.983015742
mahak/docker,4828,.go,4746,7330.800042,6951.397809,22757.64449,16043.89635,0.983015742
dmcgowan/docker,4828,.go,4746,7329.668352,6950.272019,22753.35783,16037.85981,0.983015742
trebonian/docker,4828,.go,4746,7330.588285,6951.186051,22757.58651,16043.80909,0.983015742
KarthikNayak/docker,4828,.go,4746,7330.702276,6951.300042,22757.46249,16043.63587,0.983015742
nyaruka/courier,139,.go,139,6267.539568,6267.539568,5148.230134,5148.230134,1
heptio/ark,2492,.go,2443,12511.57511,8999.17806,101376.5376,19939.52785,0.980337079
buildkite/agent,993,.go,908,16503.50771,12495.78524,94309.29389,24869.00918,0.914400806
docker/cli,3286,.go,3212,9083.772727,8321.942715,33195.96575,19648.03917,0.977480219
thaJeztah/cli,3286,.go,3212,9083.772727,8321.942715,33195.96575,19648.03917,0.977480219
BytemarkHosting/bytemark-client,690,.go,653,8894.598775,8894.598775,18364.0498,18364.0498,0.946376812
kowala-tech/kUSD,2878,.go,2189,12177.64778,9520.176336,54563.24624,20039.46431,0.760597637
carlory/kubernetes,11028,.go,10637,10243.54075,7731.373226,87262.9854,16636.33411,0.964544795
pweil-/kubernetes,11028,.go,10637,10244.05669,7731.88916,87263.00195,16636.49886,0.964544795
GheRivero/kubernetes,11028,.go,10637,10243.47203,7731.304503,87262.93108,16636.03879,0.964544795
bruceauyeung/kubernetes,11879,.go,11405,10484.92214,7838.830864,88224.78847,16851.62842,0.960097651
xiuwang/origin,29953,.go,28814,13425.93267,9714.44763,86422.76344,22999.35908,0.961973759
jdstrand/snapd,1309,.go,1168,7524.057363,7302.998288,17395.23014,14017.22562,0.892284186
zyga/snapd,1309,.go,1168,7509.495719,7288.436644,17390.87538,14011.59111,0.892284186
jhenstridge/snapd,1309,.go,1168,7524.309075,7303.25,17394.99439,14016.93703,0.892284186
kevin-wangzefeng/kubernetes,11031,.go,10640,10242.82979,7731.370583,87250.76459,16634.3716,0.964554438
ixdy/kubernetes,11031,.go,10640,10242.82462,7731.365414,87250.76425,16634.36899,0.964554438
michelle192837/test-infra,3958,.go,3729,12536.25959,9154.234379,100552.2076,19976.88689,0.942142496
lichen2013/kubernetes,10532,.go,10129,10007.74282,7578.119064,83198.2044,16448.18963,0.961735663
ted-jung/kubernetes,10532,.go,10129,10007.95626,7578.332511,83198.21817,16448.29081,0.961735663
viant/endly,418,.go,402,8252.482587,4400.338308,65529.47715,16235.06226,0.961722488
kurin/restic,1229,.go,1170,11585.4906,10971.75983,28118.50249,21908.40891,0.951993491
travisturner/pilosa,148,.go,147,10194.29932,10194.29932,20449.81408,20449.81408,0.993243243
nimona/go-nimona,147,.go,147,1795.877551,1795.877551,2259.14558,2259.14558,1
tiancaiamao/tidb,666,.go,659,11237.0956,11206.15023,18459.9579,18156.99103,0.98948949
frankbu/istio,5008,.go,4755,13399.38381,10536.89485,86113.82243,22952.09411,0.949480831
goby-lang/goby,441,.go,404,14505.12624,14505.12624,21348.71296,21348.71296,0.916099773
st0012/Rooby,441,.go,404,14505.12624,14505.12624,21348.71296,21348.71296,0.916099773
concourse/concourse,1209,.go,1172,5181.431741,5181.431741,9232.580952,9232.580952,0.969396195
fanminshi/etcd,1748,.go,1684,9672.596793,8969.828979,29349.49716,17552.73272,0.963386728
wu8685/kubernetes,11035,.go,10644,10253.95218,7743.436772,87245.1468,16689.43896,0.964567286
dinhxuanvu/origin,29957,.go,28820,13402.18015,9691.131194,86415.51913,22984.5625,0.962045599
aveshagarwal/origin,29957,.go,28820,13402.13716,9691.105552,86415.47918,22984.54025,0.962045599
schwartzmx/telegraf,669,.go,661,7597.425113,7247.07413,19394.25011,13766.9411,0.988041854
sebito91/telegraf,669,.go,661,7599.995461,7249.644478,19394.12065,13766.82423,0.988041854
marianob85/telegraf,669,.go,661,7599.995461,7249.644478,19394.12065,13766.82423,0.988041854
SantoDE/traefik,4809,.go,4757,8572.96132,7144.918016,49928.10264,16885.40671,0.989186941
mmatur/traefik,4809,.go,4757,8572.96132,7144.918016,49928.10264,16885.40671,0.989186941
AdoHe/kubernetes,10537,.go,10133,10006.15602,7577.491365,83182.05038,16446.147,0.961658916
ncw/rclone,1764,.go,1686,11706.31613,10686.78766,34894.60811,22766.18612,0.955782313
dims/docker,4577,.go,4502,7404.206575,6979.528654,24002.04428,15919.19316,0.983613721
allencloud/docker,4577,.go,4502,7404.206575,6979.528654,24002.04428,15919.19316,0.983613721
a-robinson/kubernetes,11037,.go,10646,10242.10999,7732.072797,87226.48955,16631.41709,0.964573707
adityakali/kubernetes,11037,.go,10646,10241.9055,7731.868307,87226.48213,16631.34727,0.964573707
ironcladlou/kubernetes,11037,.go,10646,10241.3994,7731.362202,87226.48781,16631.30069,0.964573707
luciddreamz/origin,29976,.go,28822,13414.92506,9708.149677,86304.58351,22996.08756,0.961502535
jim-minter/origin,29976,.go,28822,13414.92506,9708.149677,86304.58351,22996.08756,0.961502535
git-lfs/git-lfs,789,.go,663,11364.61538,11364.61538,20943.35852,20943.35852,0.840304183
influxdata/telegraf,671,.go,663,7586.628959,7237.334842,19367.61615,13749.64991,0.988077496
v2ray/v2ray-core,676,.go,663,3563.369532,3563.369532,6895.175293,6895.175293,0.980769231
github/git-lfs,789,.go,663,11364.58673,11364.58673,20943.35649,20943.35649,0.840304183
mkumatag/etcd,1752,.go,1687,9678.885596,8977.367516,29329.66724,17547.90696,0.962899543
foxish/test-infra,3004,.go,2711,11454.00037,8896.781999,66787.71393,19280.77872,0.902463382
fabiand/kubevirt,5459,.go,5271,11457.00797,7781.714286,98639.36919,20521.39655,0.965561458
couchbase/indexing,420,.go,408,11468.47059,11394.77941,20125.58791,19439.98972,0.971428571
loadimpact/k6,1244,.go,1177,17358.09006,11772.25489,149931.9266,23010.44464,0.946141479
zetamatta/nyagos,198,.go,154,1839.993506,1839.993506,2424.705274,2424.705274,0.777777778
pilosa/pilosa,154,.go,154,13140.93506,12950.33766,27741.80246,26455.97336,1
containerum/chkit,957,.go,922,16587.08568,10950.03145,165032.6924,24154.41823,0.963427377
c4pt0r/tidb,674,.go,667,11328.06747,11292.22489,18655.14521,18304.24956,0.989614243
avranju/kubernetes,11893,.go,11419,10450.64979,7794.257816,88301.87148,16785.13354,0.960144623
johscheuer/kubernetes,11893,.go,11419,10449.54383,7793.151852,88301.75665,16784.35437,0.960144623
verb/kubernetes,12156,.go,11675,10452.08488,7852.632034,87288.93629,16838.03041,0.960431063
lorneli/etcd,1756,.go,1692,9689.531915,8990.086879,29290.3978,17529.30326,0.963553531
mccxj/tidb,677,.go,669,11304.10314,11268.36771,18617.751,18267.15301,0.988183161
kubernetes/apiserver,2017,.go,1949,9706.788096,9011.029246,28617.21554,18147.01381,0.966286564
mweagle/Sparta,263,.go,158,12879.91772,5686.031646,104715.6272,16266.00621,0.600760456
middelink/restic,1241,.go,1182,11529.94416,10922.44416,27983.41468,21805.79366,0.952457695
restic/restic,1241,.go,1182,11531.82064,10924.32064,27983.30401,21805.70395,0.952457695
VladoLavor/vpp-agent,2564,.go,2463,12579.49371,9216.941535,107237.6561,19660.73384,0.960608424
qiuyesuifeng/tidb,680,.go,672,11361.15327,11325.57738,18682.27693,18334.60079,0.988235294
eris-ltd/eris-db,1760,.go,1697,15216.40365,10816.38008,129003.0136,22238.99016,0.964204546
hyperledger/fabric,3552,.go,3489,10866.38062,8453.103181,90548.95524,17532.28192,0.982263514
mitchellh/packer,4081,.go,4002,10470.42554,7141.481759,86426.26585,17795.25218,0.980642
jameinel/juju,4713,.go,4516,6398.479185,6326.625775,13211.07515,11236.2457,0.958200721
antoineco/kubernetes,10553,.go,10148,10006.68132,7580.115097,83136.28048,16446.12216,0.961622288
chrisglass/kubernetes,10553,.go,10148,10006.38057,7579.814348,83136.28908,16446.12126,0.961622288
mattjmcnaughton/kubernetes,10817,.go,10404,10238.83968,7755.072088,83831.11084,16776.107,0.961819358
jperrin/official-images,279,.go,165,6717.890909,6717.890909,9421.212295,9421.212295,0.59139785
robfrank/official-images,276,.go,165,6706.545455,6706.545455,9421.971658,9421.971658,0.597826087
docker-library/official-images,280,.go,165,6719.854545,6719.854545,9420.27094,9420.27094,0.589285714
docker-solr/official-images,280,.go,165,6717.890909,6717.890909,9421.212295,9421.212295,0.589285714
docker-flink/official-images,280,.go,165,6717.890909,6717.890909,9421.212295,9421.212295,0.589285714
thresheek/official-images,280,.go,165,6717.890909,6717.890909,9421.212295,9421.212295,0.589285714
infosiftr/stackbrew,280,.go,165,6719.854545,6719.854545,9420.27094,9420.27094,0.589285714
davidl-zend/official-images,276,.go,165,6706.545455,6706.545455,9421.971658,9421.971658,0.597826087
31z4/official-images,277,.go,165,6712.145455,6712.145455,9419.289729,9419.289729,0.59566787
chorrell/official-images,280,.go,165,6719.854545,6719.854545,9420.27094,9420.27094,0.589285714
llir/llvm,166,.go,165,5425.521212,5425.521212,8946.500442,8946.500442,0.993975904
dinogun/official-images,280,.go,165,6719.854545,6719.854545,9420.27094,9420.27094,0.589285714
sebrandon1/etcd,1768,.go,1701,9699.5097,9002.744268,29300.12531,17602.08639,0.962104072
nats-io/gnatsd,173,.go,166,12754.00602,12754.00602,20597.92974,20597.92974,0.959537572
hartsock/kubernetes,10819,.go,10406,10238.02191,7754.731693,83823.16848,16774.98268,0.961826417
markllama/origin,29977,.go,28838,13419.96082,9711.541334,86387.87367,22990.5351,0.962004203
lingo-reviews/lingo,194,.go,167,1247.844311,1247.844311,2109.390128,2109.390128,0.860824742
yosifkit/docker,4340,.go,4263,7168.746188,6779.893033,23161.06942,14979.24116,0.982258065
gambol99/kubernetes,11055,.go,10663,10235.7043,7729.432524,87157.58614,16614.56298,0.964540932
c4s4/neon,168,.go,168,1651.315476,1651.315476,2280.318244,2280.318244,1
kubernetes/kops,6566,.go,6056,12959.93511,7762.599901,123512.5978,19395.77246,0.92232714
google/go-cloud,175,.go,169,5584.349112,5584.349112,12040.19077,12040.19077,0.965714286
sergiocazzolato/snapd,1334,.go,1193,7478.523889,7259.473596,17464.94007,14138.39478,0.894302849
chipaca/snappy,1334,.go,1193,7487.242246,7268.191953,17486.30196,14164.90924,0.894302849
mvo5/snappy,1334,.go,1193,7487.242246,7268.191953,17486.30196,14164.90924,0.894302849
pedronis/snappy,1334,.go,1193,7461.842414,7242.792121,17383.24067,14037.0872,0.894302849
snapcore/snapd,1334,.go,1193,7487.242246,7268.191953,17486.30196,14164.90924,0.894302849
glevand/coreos--etcd,1772,.go,1705,9689.507918,8994.377126,29267.97026,17584.80458,0.962189616
unclejack/docker,4342,.go,4265,7167.226495,6778.555686,23155.99163,14976.23902,0.982266237
eparis/kubernetes,10558,.go,10153,10005.59766,7580.953511,83110.15029,16441.79213,0.961640462
gosharplite/kubernetes,11647,.go,11177,10130.20023,7718.126241,86283.38175,16478.67209,0.959646261
tizhou86/kubernetes,11647,.go,11177,10131.5803,7719.506308,86283.38495,16478.89092,0.959646261
resouer/kubernetes,11647,.go,11177,10131.57779,7719.503802,86283.38497,16478.89064,0.959646261
xialonglee/kubernetes,11647,.go,11177,10129.98112,7717.907131,86283.26848,16478.04694,0.959646261
sjug/origin,29980,.go,28841,13418.80226,9710.768524,86383.45787,22989.47453,0.962008005
csrwng/origin,29980,.go,28841,13418.80226,9710.768524,86383.45787,22989.47453,0.962008005
cosmtrek/tidb,692,.go,683,11185.31772,11150.3265,18080.72905,17726.89119,0.98699422
rmohr/kubevirt,5475,.go,5292,11450.202,7789.492819,98447.9192,20502.31151,0.966575343
tcnghia/kubernetes,11060,.go,10668,10233.23163,7728.134514,87137.51717,16612.27447,0.964556962
danehans/kubernetes,11653,.go,11180,10122.38193,7711.045796,86272.06776,16476.63963,0.959409594
lunny/gitea,2463,.go,2221,12854.51103,9226.982891,76936.3016,19655.40566,0.901745838
rhatdan/cri-o,3314,.go,3245,9773.005547,7532.274268,92709.89044,17850.63769,0.97917924
jwhonce/docker,4601,.go,4525,7394.84884,6972.329503,23963.35594,15912.21238,0.983481852
mdshuai/kubernetes,11651,.go,11181,10131.90019,7720.538413,86269.42841,16477.7475,0.959660115
sonm-io/core,473,.go,430,6989.581395,6986.037209,16011.31866,15972.71667,0.909090909
idvoretskyi/kubernetes,11655,.go,11182,10125.68691,7714.778304,86264.33023,16475.58214,0.959416559
coocood/tidb,694,.go,687,11271.79185,11236.38282,18279.14486,17924.75508,0.989913545
silasdavis/burrow,1776,.go,1711,15162.77557,10790.70076,128500.6053,22169.23951,0.963400901
silasdavis/eris-db,1776,.go,1711,15162.77557,10790.70076,128500.6053,22169.23951,0.963400901
dvusboy/nomad,3121,.go,2736,10449.9481,8494.520102,49818.4114,18698.79,0.876642102
jescarri/prometheus-operator,4972,.go,4784,15386.69377,9790.535953,126943.4822,23782.42454,0.962188254
hsaputra/kubernetes,10830,.go,10416,10234.91532,7754.00432,83783.61512,16770.07947,0.961772853
nckturner/kubernetes,10830,.go,10416,10234.8894,7753.978399,83783.61634,16770.08175,0.961772853
bparees/origin,29985,.go,28848,13399.96603,9690.06458,86447.13505,22979.88884,0.962081041
deads2k/origin,29985,.go,28848,13400.58846,9690.687015,86447.36379,22980.8498,0.962081041
linzhaoming/origin,29985,.go,28848,13399.88654,9689.985094,86447.11238,22979.79072,0.962081041
nak3/origin,29985,.go,28848,13399.88654,9689.985094,86447.11238,22979.79072,0.962081041
milanlenco/vpp-1,4140,.go,4017,11669.16679,8515.367189,93319.13495,19773.17827,0.970289855
klaus1982/kubernetes,12178,.go,11697,10440.10755,7845.49517,87207.85116,16825.50017,0.960502546
k82cn/kubernetes,12178,.go,11697,10440.10755,7845.49517,87207.85116,16825.50017,0.960502546
cgrates/cgrates,721,.go,690,9352.249275,9352.249275,13880.53517,13880.53517,0.957004161
TeoV/cgrates,721,.go,690,9359.376812,9359.376812,13886.60175,13886.60175,0.957004161
yankcrime/linuxkit,2894,.go,2482,14973.03626,11825.82474,88428.42257,21781.95151,0.857636489
djs55/linuxkit,2894,.go,2482,14970.82796,11823.61644,88428.43999,21781.703,0.857636489
rn/linuxkit,2904,.go,2482,14973.03626,11825.82474,88428.42257,21781.95151,0.854683196
deitch/linuxkit,2890,.go,2482,14970.55439,11823.34287,88428.45923,21781.74158,0.858823529
konstruktoid/linuxkit,2904,.go,2482,14973.03626,11825.82474,88428.42257,21781.95151,0.854683196
linuxkit/linuxkit,2904,.go,2482,14973.03626,11825.82474,88428.42257,21781.95151,0.854683196
JohnnyLeone/linuxkit,2894,.go,2482,14973.03626,11825.82474,88428.42257,21781.95151,0.857636489
justincormack/linuxkit,2894,.go,2482,14970.82796,11823.61644,88428.43999,21781.703,0.857636489
YuPengZTE/linuxkit,2894,.go,2482,14970.82796,11823.61644,88428.43999,21781.703,0.857636489
scanf/cilium,5214,.go,5042,10425.48116,7960.408965,83433.16912,18971.2162,0.967011891
ramr/origin,29987,.go,28850,13398.16818,9688.613622,86441.51261,22978.77428,0.96208357
coreydaley/origin,29987,.go,28850,13397.06069,9687.831334,86431.05206,22976.4542,0.96208357
jsafrane/origin,29987,.go,28850,13397.23456,9688.005199,86431.0536,22976.48806,0.96208357
mattharden/vitess,1566,.go,1203,7325.837074,7325.837074,11710.56466,11710.56466,0.768199234
cilium-team/cilium,5215,.go,5043,10425.43288,7960.849494,83425.13949,18970.43591,0.967018217
FengyunPan/kubernetes,10568,.go,10163,10019.37548,7594.009741,83095.7531,16460.74826,0.96167676
Comcast/webpa-common,438,.go,436,3522.022936,3522.022936,5590.075909,5590.075909,0.99543379
rivine/rivine,733,.go,692,18728.58092,14683.2341,66582.88064,26609.22422,0.944065484
ianchakeres/kubernetes,10834,.go,10420,10276.00528,7766.921497,83879.01117,16751.5831,0.961786967
krousey/kubernetes,10834,.go,10420,10276.15729,7767.037044,83879.13844,16751.86417,0.961786967
shyamjvs/kubernetes,12181,.go,11700,10438.2441,7844.302821,87196.76252,16823.67069,0.960512273
maisem/kubernetes,12181,.go,11700,10437.89957,7843.952479,87196.7252,16823.34489,0.960512273
drebes/terraform-provider-google,2051,.go,1973,17760.6589,11728.7258,142680.5659,26493.49685,0.961969771
kubernetes/ingress-gce,3065,.go,2997,17523.32299,9612.478812,183804.9788,22612.69121,0.977814029
JiangtianLi/kubernetes,10570,.go,10165,10021.9939,7597.082341,83088.17729,16462.21763,0.961684011
tenxcloud/kubernetes,10834,.go,10421,10279.00787,7776.162268,83806.59757,16724.6073,0.961879269
ihmccreery/kubernetes,10834,.go,10421,10278.92016,7776.074561,83806.5955,16724.58376,0.961879269
huangjiuyuan/kubernetes,12182,.go,11701,10437.16024,7844.224938,87189.8335,16821.82872,0.960515515
enj/kubernetes,12182,.go,11701,10438.22049,7844.744637,87192.03556,16822.84255,0.960515515
dcadevil/vitess,1569,.go,1206,7334.075456,7334.075456,11774.57083,11774.57083,0.768642447
spiffxp/kubernetes,11920,.go,11446,10504.45728,7859.372794,88104.26394,16841.53987,0.960234899
bluebreezecf/kubernetes,11920,.go,11446,10504.61681,7859.532326,88104.25584,16841.52257,0.960234899
rjtsdl/acs-engine,8561,.go,8376,16068.03331,11984.32044,105648.6362,21804.38434,0.978390375
tpounds/kubernetes,11922,.go,11448,10505.25148,7860.629106,88096.72782,16841.07139,0.96024157
dmcgowan/containerd,2031,.go,1977,9670.010622,8683.713708,37997.2119,18862.39923,0.973412112
mikebrow/containerd,2295,.go,2233,9359.006717,8464.834304,36901.58396,19016.8707,0.97298475
aantono/traefik,4589,.go,4537,9034.724928,7396.740357,52507.53495,17468.73514,0.988668555
apcera/kubernetes,10574,.go,10169,10026.6506,7601.951421,83077.0451,16463.41078,0.961698506
oracle/terraform-provider-baremetal,2796,.go,2747,7370.422643,6992.248271,22109.58144,16123.05835,0.982474964
rastislavszabo/vpp,4150,.go,4027,11647.91333,8501.945369,93204.3132,19751.25147,0.970361446
sapk-fork/gitea,2478,.go,2236,12804.48166,9201.288462,76684.19515,19607.81908,0.902340597
bradtopol/kubernetes,10580,.go,10172,10028.71068,7604.716673,83065.01457,16462.06232,0.961436673
Hui-Zhi/kubernetes,11926,.go,11452,10505.63648,7861.942106,88082.08772,16842.21928,0.960254905
tcharding/kubernetes,11926,.go,11452,10496.66154,7853.039731,88081.12565,16836.53772,0.960254905
TomSweeneyRedHat/buildah,2056,.go,1981,13144.38011,9071.801615,119140.5909,21020.76353,0.963521401
rhatdan/buildah,2056,.go,1981,13139.7794,9067.200909,119140.4991,21019.35145,0.963521401
Bwko/gitea,2480,.go,2238,12789.0496,9189.076408,76650.39699,19598.42601,0.902419355
enisoc/kubernetes,11928,.go,11454,10503.77466,7860.462982,88074.6577,16841.02899,0.960261569
pingcap/tidb,710,.go,703,11414.17639,11369.52063,18632.31743,18184.58896,0.990140845
EvilMcJerkface/tidb,710,.go,703,11414.17639,11369.52063,18632.31743,18184.58896,0.990140845
wallyworld/juju,4742,.go,4543,6405.349769,6328.954876,13407.1132,11255.92803,0.958034585
juju/juju,4742,.go,4543,6405.349769,6328.954876,13407.1132,11255.92803,0.958034585
kindlyops/mappamundi,2933,.go,2752,7607.890988,7391.279797,19755.9924,17107.96772,0.938288442
dashpole/kubernetes,11927,.go,11456,10427.70557,7792.312849,88027.52527,16779.41023,0.960509768
kubernetes/sample-controller,2041,.go,1985,10090.9597,8988.469018,39462.21935,20200.19861,0.972562469
lafriks/gitea,2483,.go,2241,12789.20393,9194.049978,76600.56789,19591.6986,0.902537253
go-gitea/gitea,2483,.go,2241,12789.2365,9194.082552,76600.57818,19591.74481,0.902537253
mtanino/kubernetes,10847,.go,10433,10267.96463,7761.983897,83827.20636,16742.31052,0.961832765
ngaut/tidb,1505,.go,1474,15923.98847,13394.68318,51574.8593,24152.0471,0.979401993
rnaveiras/kubernetes,10848,.go,10434,10267.60255,7761.86199,83823.53472,16743.20353,0.961836283
clairew/kubernetes,11934,.go,11458,10509.5919,7865.147844,88073.33825,16849.33971,0.96011396
goblain/kubernetes,11934,.go,11458,10509.6564,7865.212341,88073.33186,16849.31642,0.96011396
ethereumproject/go-ethereum,3400,.go,3267,16810.824,9392.989593,161100.5463,21814.91522,0.960882353
whilei/go-ethereum,3400,.go,3267,16810.62504,9392.790634,161100.4996,21814.50289,0.960882353
mgk/vault,4143,.go,3523,11568.32444,8454.528243,80753.23502,18459.4788,0.850349988
mkuzmin/packer,4114,.go,4035,10528.89244,7226.860471,86161.87293,18163.71763,0.980797278
hashicorp/vault,5393,.go,4547,11153.58632,8432.636024,79812.15225,18876.06513,0.843129983
ravilr/kubernetes,12196,.go,11715,10444.69134,7854.925139,87139.11874,16821.37126,0.96056084
aveshagarwal/kubernetes,12196,.go,11715,10592.42749,7857.789245,94444.09522,16802.60677,0.96056084
tpepper/kubernetes,12196,.go,11715,10443.86155,7854.095348,87139.04621,16820.86778,0.96056084
deads2k/kubernetes,12196,.go,11715,10592.86146,7858.223218,94444.1183,16802.80711,0.96056084
weiwei04/kubernetes,12196,.go,11715,10443.75194,7853.985745,87139.0491,16820.86584,0.96056084
flant/dapp,253,.go,196,2715.362245,2715.362245,3287.102305,3287.102305,0.774703557
syncloud/snapd,1084,.go,964,6853.079876,6786.202282,13803.72849,12827.47241,0.889298893
davygeek/vitess,1609,.go,1220,7309.896721,7309.896721,11824.17121,11824.17121,0.758234929
chrislovecnm/kops,5544,.go,5060,13262.56957,8111.92747,114641.0932,20087.98649,0.912698413
pcdummy/lxd,510,.go,453,6260.245033,6221.368653,13955.74152,13436.38374,0.888235294
jsavikko/lxd,510,.go,453,6314.295806,6275.419426,13988.94554,13471.02431,0.888235294
whuwxl/kubernetes,10589,.go,10181,10025.46577,7603.562813,83028.90143,16457.01131,0.961469449
jfrazelle/kubernetes,12198,.go,11717,10587.03328,7852.508919,94437.11069,16799.32062,0.960567306
imcsk8/kubernetes,12198,.go,11717,10443.50235,7854.178203,87131.54521,16819.08395,0.960567306
feiskyer/kubernetes,12198,.go,11717,10587.03328,7852.508919,94437.11069,16799.32062,0.960567306
aledbf/kubernetes,12198,.go,11717,10443.4892,7854.165059,87131.54508,16819.08128,0.960567306
php-coder/kubernetes,11935,.go,11462,10427.92174,7793.915983,88003.57969,16770.51446,0.960368664
andrewrynhard/kubernetes,11935,.go,11462,10427.92174,7793.915983,88003.57969,16770.51446,0.960368664
intelsdi-x/kubernetes,12199,.go,11718,10590.72009,7856.781959,94432.07201,16800.6181,0.960570539
matthyx/kubernetes,12199,.go,11718,10590.71983,7856.781703,94432.07203,16800.61816,0.960570539
houming-wang/kubernetes,12200,.go,11719,10587.66994,7853.609608,94429.30967,16799.50374,0.960573771
fedelibre/hugo,480,.go,456,5181.392544,5181.392544,6710.385115,6710.385115,0.95
mdhender/hugo,480,.go,456,5176.513158,5176.513158,6708.529712,6708.529712,0.95
alexey-igrychev/dapp,255,.go,201,2734.368159,2734.368159,3263.546271,3263.546271,0.788235294
tboerger/gitea,1970,.go,1737,13616.84111,8978.533679,86237.98354,19077.30969,0.881725888
fwessels/minio,2464,.go,2249,10707.19209,9047.568253,64633.60028,17248.5897,0.912743507
vadmeste/minio,2464,.go,2249,10706.93108,9047.307248,64633.56948,17248.44915,0.912743507
stu-gott/kubevirt,6882,.go,6601,12203.89592,8828.611574,91602.91912,22022.51653,0.959168846
fgimenez/kubernetes,10854,.go,10441,10260.4332,7762.337037,83727.64301,16712.58631,0.961949512
lavalamp/kubernetes,10854,.go,10441,10260.5057,7762.409539,83727.64794,16712.62188,0.961949512
github/orchestrator,507,.go,458,6448.631004,6448.631004,12989.33271,12989.33271,0.903353057
mad01/kops,5550,.go,5066,13252.6139,8108.072049,114573.7915,20077.85548,0.912792793
mYmNeo/kubernetes,10595,.go,10186,10024.30748,7603.749067,83007.88329,16452.83698,0.961396885
liangxia/origin,30012,.go,28874,13407.51302,9703.689652,86335.46341,22977.1187,0.962081834
youhong316/packer,4122,.go,4043,10513.37596,7217.877814,86076.98409,18145.50068,0.980834546
hashicorp/packer,4122,.go,4043,10513.87781,7218.379669,86076.96373,18145.49527,0.980834546
kinvolk/habitat-operator,2043,.go,1996,13110.66533,9540.79509,117729.1351,21838.18098,0.976994616
jetstack-experimental/cert-manager,3366,.go,3276,10510.66087,8198.338217,53542.31096,19231.84205,0.973262032
erikmack/lxd,520,.go,461,6660.24295,6610.650759,14564.35531,13919.4744,0.886538462
davecgh/btcd,470,.go,461,15733.05857,13451.52278,58919.29855,22328.08141,0.980851064
decred/dcrd,470,.go,461,15734.49675,13452.96095,58919.11774,22327.75157,0.980851064
spxtr/test-infra,2031,.go,1741,12378.18323,9137.6278,78202.73538,18734.00406,0.857213196
rockdragon/julia-programming,357,.go,206,897.4417476,897.4417476,3389.322074,3389.322074,0.577030812
Jeffail/benthos,463,.go,462,5254.690476,5254.690476,3596.383315,3596.383315,0.997840173
aleksandra-malinowska/kubernetes,10599,.go,10190,10024.92964,7605.321394,82989.93495,16441.42628,0.961411454
snail007/goproxy,790,.go,719,12216.78164,11845.14047,26915.49074,22360.16083,0.910126582
jwhonce/ocid,3346,.go,3279,9659.888076,7442.390973,92231.76234,17765.53637,0.979976091
grafeas/kritis,2070,.go,2000,13973.781,10409.17,117833.2105,23094.14951,0.966183575
twiest/openshift-tools,5914,.go,3024,7901.031746,7648.323413,19593.07057,16176.30479,0.51132905
joelddiaz/openshift-tools,5914,.go,3024,7901.031746,7648.323413,19593.07057,16176.30479,0.51132905
ChrisLundquist/packer,3355,.go,3280,10606.0497,7167.475,79009.13038,17649.48699,0.977645306
joelsmith/kubernetes,10861,.go,10448,10270.93425,7774.498564,83700.5594,16712.93259,0.961974036
ory/hydra,346,.go,209,5513.492823,5513.492823,10530.52065,10530.52065,0.604046243
ory-am/go-iam,346,.go,209,5454.421053,5454.421053,10417.85396,10417.85396,0.604046243
ory-am/hydra,346,.go,209,5513.492823,5513.492823,10530.52065,10530.52065,0.604046243
cloudfoundry-incubator/cf-networking-release,736,.go,721,4151.105409,4151.105409,5974.207416,5974.207416,0.979619565
kjellkvinge/gitea,1978,.go,1745,13576.88195,8959.838968,86044.09476,19045.062,0.882204247
micahhausler/kubernetes,11429,.go,10961,10190.0427,7730.64474,87115.04814,16572.30334,0.959051536
EngineerBetter/concourse-up,1567,.go,1490,18318.0047,11074.14765,135047.8806,25120.41348,0.950861519
estesp/containerd,2320,.go,2258,9316.864482,8424.867139,36905.38695,18939.0257,0.973275862
miaoyq/containerd,2320,.go,2258,9311.678034,8419.680691,36904.89882,18937.83009,0.973275862
thaJeztah/containerd,2320,.go,2258,9316.852524,8424.855182,36905.38972,18939.03053,0.973275862
containerd/containerd,2320,.go,2258,9316.852524,8424.855182,36905.38972,18939.03053,0.973275862
vdemeester/containerd,2320,.go,2258,9316.852524,8424.855182,36905.38972,18939.03053,0.973275862
Lion-Wei/kubernetes,11430,.go,10962,10193.7172,7734.543605,87112.50458,16579.62657,0.959055118
crosbymichael/containerd,2321,.go,2259,9313.170872,8421.568393,36897.63157,18935.48064,0.973287376
joelthompson/vault,4825,.go,4051,11228.28906,8391.278697,79385.01518,18259.00059,0.839585492
aledbf/kops,6076,.go,5587,12955.75318,7971.798998,116912.1304,19616.30755,0.919519421
dannysauer/etcd,1817,.go,1748,10335.05206,9549.797483,31101.56771,19390.34931,0.962025317
mpl/camlistore,2287,.go,2004,16830.03393,10918.04641,131065.9777,23755.49664,0.876257105
blakebarnett/kops,6352,.go,5844,12996.17728,7853.086585,121756.9884,19529.94733,0.920025189
akram/origin,43851,.go,41684,11623.6812,8491.396507,77501.4938,21230.30829,0.950582655
xiang90/etcd,1818,.go,1749,10336.86507,9552.059463,31094.88248,19388.43298,0.962046205
