name,fork,language,contributors_count,forks_count,network_count,open_issues_count,stargazers_count,subscribers_count,watchers_count
booto/dolphin,TRUE,C++,326,0,1176,0,2,1,2
borisschapira/hosts,TRUE,Python,56,0,1020,0,6,1,6
bosh-io/releases-index,FALSE,,3,1,1,0,0,2,0
bosr/homebrew-cask,TRUE,Ruby,410,0,6900,0,0,1,0
bowenli86/flink,TRUE,Java,307,0,3546,0,0,0,0
bparees/openshift-ansible,TRUE,Python,367,0,1825,0,0,0,0
bparker06/RetroArch,TRUE,C,294,0,823,0,0,1,0
bpasero/electron,TRUE,C++,389,0,9003,0,0,0,0
bpzhang/dubbo,TRUE,Java,134,0,16292,0,0,1,0
bqbn/addons-server,TRUE,Python,297,0,360,0,0,1,0
br101/packages,TRUE,Makefile,360,0,1523,0,0,2,0
Br3nda/wharehauora-server,TRUE,Ruby,12,1,17,0,0,1,0
brad-kaiser/spark,TRUE,Scala,331,0,17972,0,0,1,0
BrainFPV/betaflight,TRUE,C,300,6,1129,10,28,25,28
brainstorm-tools/brainstorm3,FALSE,MATLAB,15,51,51,23,97,30,97
brandonkelly/yii2,TRUE,PHP,362,0,6702,0,0,1,0
brasil-de-fato/site,FALSE,HTML,22,1,1,0,3,14,3
bravo-zhang/spark,TRUE,Scala,332,0,17972,0,0,0,0
brchiu/tensorflow,TRUE,C++,375,0,71609,0,0,1,0
brentdax/swift,TRUE,C++,406,0,7355,0,0,1,0
brettfo/roslyn,TRUE,C#,294,0,2523,0,1,1,1
BrewTestBot/homebrew-core,TRUE,Ruby,420,1,5673,0,0,1,0
brianchirls/three.js,TRUE,JavaScript,370,0,18163,0,0,0,0
brianlheim/supercollider,TRUE,C++,140,1,420,3,2,2,2
briannesbitt/Carbon,FALSE,PHP,191,1047,1047,1,11491,261,11491
brianrodri/oppia,TRUE,Python,255,0,880,0,0,0,0
brianshumate/joyful,FALSE,,1,0,0,1,0,0,0
Brightspace/brightspace-integration,FALSE,CSS,45,29,29,2,8,29,8
Brille24/Sylius,TRUE,PHP,363,0,1471,0,0,0,0
brltty/brltty,FALSE,C,18,33,33,11,29,8,29
Broadcom/dpdk,FALSE,C,250,3,3,0,5,17,5
brownharryb/erpnext,TRUE,Python,247,0,1915,0,0,1,0
bruceauyeung/kubernetes,TRUE,Go,380,0,16475,0,0,1,0
Brunnis/RetroArch,TRUE,C,251,0,823,0,0,1,0
bryaakov/CM-Well,TRUE,Scala,17,0,35,0,0,1,0
BryanApellanes/Bam.Net,FALSE,C#,2,3,3,1,5,4,5
brython-dev/brython,FALSE,Python,46,237,237,34,2229,122,2229
bsalamat/kubernetes,TRUE,Go,377,0,16475,0,0,1,0
bsmr-eve/Pyfa,TRUE,Python,71,0,247,0,0,0,0
bstarynk/bismon,FALSE,C,1,3,3,1,8,5,8
btccom/btcpool,FALSE,C++,22,209,209,16,350,63,350
btcpayserver/btcpayserver,FALSE,C#,43,193,193,87,752,67,752
btovar/cctools,TRUE,C,46,0,78,0,0,1,0
buddhi1980/mandelbulber2,FALSE,C++,17,52,52,120,266,42,266
buffer/thug,FALSE,Python,28,173,173,5,696,80,696
bugsnag/bugsnag-android,FALSE,Java,28,150,150,12,868,55,868
buildaworldnet/IrrlichtBAW,FALSE,C++,5,8,8,77,32,8,32
BunqCommunity/BunqDesktop,FALSE,JavaScript,13,28,28,25,157,19,157
burdandrei/nomad,TRUE,Go,251,0,809,0,0,0,0
buzsakilab/buzcode,FALSE,Matlab,23,48,48,46,14,15,14
bvcms/bvcms,FALSE,C#,22,55,55,7,65,21,65
BVier/Taskana,TRUE,Java,12,0,18,0,0,0,0
bvssvni/path_semantics,TRUE,Rust,1,0,2,0,0,1,0
bymsa17/EMAX,FALSE,C#,8,0,0,1,7,0,7
ByteHamster/AntennaPod,TRUE,Java,95,0,685,0,0,1,0
Bytom/bytom,FALSE,Go,29,314,314,12,978,131,978
c1728p9/mbed-os,TRUE,C,344,0,1759,0,0,5,0
c3r1c3/obs-studio,TRUE,C,229,0,2530,0,0,1,0
CA-IRIS/mn-iris,FALSE,Java,4,0,0,0,1,1,1
cacheflowe/haxademic,FALSE,Java,1,12,12,1,56,11,56
cadenasgmbh/three.js,TRUE,JavaScript,370,0,18163,0,0,2,0
cadmuxe/kubernetes,TRUE,Go,375,0,16475,0,0,1,0
cadpage/cadpage-parsers,FALSE,Java,3,0,0,0,2,5,2
CaitSith2/KtaneTwitchPlays,TRUE,C#,11,1,13,0,0,1,0
cake-contrib/Home,FALSE,,7,7,7,15,3,5,3
calebamiles/kubernetes,TRUE,Go,377,0,16475,0,0,1,0
Caleydo/lineupjs,TRUE,TypeScript,12,0,18,10,58,15,58
calfonso/ansible,TRUE,Python,380,0,14145,0,0,0,0
camdram/camdram,FALSE,PHP,15,15,15,81,10,10,10
camelburrito/amphtml,TRUE,JavaScript,425,0,2774,0,0,1,0
camsys/transam_core,FALSE,HTML,15,5,5,0,3,13,3
camsys/transam_transit,FALSE,Ruby,13,0,0,0,1,9,1
CanalTP/navitia,FALSE,C++,51,87,87,31,267,36,267
caneGuy/spark,TRUE,Scala,338,0,17972,0,0,0,0
CanonicalLtd/subiquity,FALSE,Python,14,28,28,12,87,38,87
cantbewong/kubernetes,TRUE,Go,375,0,16475,0,0,1,0
CaoShuFeng/kubernetes,TRUE,Go,376,0,16475,0,0,0,0
CapsAdmin/goluwa,FALSE,Lua,10,14,14,5,143,25,143
CaptainFact/captain-fact-frontend,FALSE,JavaScript,13,18,18,38,44,9,44
carakas/forkcms,TRUE,PHP,80,0,285,0,0,1,0
carl-mastrangelo/grpc,TRUE,C++,307,0,4423,0,0,1,0
carl-mastrangelo/grpc-java,TRUE,Java,140,0,1756,0,0,1,0
carlory/kubernetes,TRUE,Go,372,0,16475,0,0,0,0
cars10/elasticvue,FALSE,JavaScript,1,0,0,0,14,2,14
carsenk/denarius,FALSE,C,9,48,48,11,53,20,53
CartoDB/CartoDB-SQL-API,FALSE,JavaScript,32,54,54,73,50,94,50
cathywu/flow,TRUE,Python,19,1,42,0,3,2,3
CatoTH/OpenSlides,TRUE,TypeScript,20,0,71,0,0,1,0
cBioPortal/cbioportal,FALSE,JavaScript,66,203,203,548,229,41,229
cBioPortal/cbioportal-frontend,FALSE,TypeScript,23,56,56,36,20,20,20
cblecker/homebrew-core,TRUE,Ruby,421,0,5673,0,0,1,0
cblecker/kubernetes,TRUE,Go,380,0,16475,0,0,1,0
cbrewster/servo,TRUE,Rust,451,0,2047,0,0,0,0
ccapndave/DefinitelyTyped,TRUE,TypeScript,397,0,16208,0,0,1,0
ccem-dev/otus,FALSE,JavaScript,13,0,0,0,6,9,6
ccem-dev/otus-api,FALSE,Java,11,0,0,0,5,9,5
ccomeaux/boardgamegeek4android,FALSE,Java,8,21,21,18,63,12,63
cdrobey/puppet-repo,FALSE,Puppet,12,1,1,0,2,0,2
cds-snc/digital-canada-ca,FALSE,HTML,25,15,15,8,24,24,24
cdwensley/gap,TRUE,GAP,37,0,87,0,0,1,0
celandro/pokebattler-fight,FALSE,Java,27,12,12,0,29,7,29
cenit/GDL,TRUE,C++,15,0,25,0,1,1,1
centreon/centreon,FALSE,PHP,81,171,171,754,271,80,271
CESNET/libyang,FALSE,C,38,96,96,52,123,52,123
cfouant/katello,TRUE,Ruby,106,0,221,0,0,1,0
cg2121/obs-studio,TRUE,C,229,2,2530,0,1,1,1
ChadKillingsworth/closure-compiler,TRUE,Java,260,0,872,1,0,1,0
chakri-nelluri/kubernetes,TRUE,Go,375,0,16475,0,0,1,0
ChangezKhan/SuiteCRM,TRUE,PHP,127,0,950,0,0,1,0
charithag/carbon-device-mgt,TRUE,Java,62,0,118,1,0,6,0
CharlBest/nean-stack-starter,FALSE,TypeScript,2,4,4,74,11,3,11
charlenni/Mapsui,TRUE,C#,26,2,114,0,1,2,1
charlesccychen/beam,TRUE,Java,278,0,1551,0,0,1,0
CharlotteDunois/Yasmin,FALSE,PHP,2,17,17,6,89,8,89
Chatie/wechaty,FALSE,TypeScript,29,698,698,82,4144,214,4144
chengduoZH/Paddle,TRUE,C++,182,1,2189,0,0,1,0
chenglou/react,TRUE,JavaScript,446,0,21853,0,0,1,0
ChenLingPeng/kubernetes,TRUE,Go,377,0,16475,0,0,1,0
chentao1596/kubernetes,TRUE,Go,375,0,16475,0,0,0,0
chestack/kubernetes,TRUE,Go,375,0,16475,0,0,1,0
chhe/obs-studio,TRUE,C,210,0,2530,0,0,1,0
chocolate-doom/chocolate-doom,FALSE,C,41,163,163,221,548,53,548
ChrisBr/open-build-service,TRUE,Ruby,130,0,264,1,0,1,0
chrisdunelm/grpc,TRUE,C++,347,0,4423,0,0,1,0
chrisfinazzo/homebrew-core,TRUE,Ruby,420,0,5673,0,1,1,1
chrislovecnm/kubernetes,TRUE,Go,378,0,16475,0,0,1,0
chrislusf/seaweedfs,FALSE,Go,55,989,989,25,7229,464,7229
chrisprice/d3fc,TRUE,HTML,18,0,77,0,1,1,1
Christewart/bitcoin,TRUE,C++,366,0,21972,1,0,1,0
ChristianMurphy/uPortal,TRUE,Java,75,2,236,1,0,1,0
ChristophWurst/krankerl,FALSE,Rust,4,0,0,5,16,2,16
chrootsu/DefinitelyTyped,TRUE,TypeScript,397,1,16208,0,0,1,0
chuckchen/spark,TRUE,Scala,338,0,17972,0,0,1,0
chungy/chocolate-doom,TRUE,C,41,0,163,0,2,2,2
cilium/cilium,FALSE,Go,79,297,297,608,3340,158,3340
cinava/order-lab,FALSE,JavaScript,1,0,0,0,0,1,0
cirosantilli/linux-kernel-module-cheat,FALSE,Python,5,102,102,17,589,46,589
cisco-system-traffic-generator/trex-core,FALSE,C,46,155,155,23,382,84,382
cismet/wupp-geoportal3-powerboats,FALSE,JavaScript,1,2,2,2,0,2,0
cityofasheville/simplicity2,FALSE,JavaScript,8,6,6,1,5,8,5
ckramp/structr,TRUE,Java,23,0,123,0,0,2,0
clappr/clappr-ios,FALSE,Swift,22,28,28,3,81,74,81
claui/brew,TRUE,Ruby,408,0,3541,0,0,1,0
cleanflight/cleanflight-configurator,FALSE,JavaScript,111,254,254,20,271,84,271
clinew/gentoo,TRUE,Shell,391,0,907,0,0,1,0
Clinical-Genomics/scout,FALSE,Python,12,19,19,61,61,13,61
cloudera/Impala,FALSE,C++,95,805,805,21,2118,427,2118
cloudfoundry-incubator/credhub-ci-locks,FALSE,,13,0,0,1,0,21,0
cloudfoundry/cli,FALSE,Go,193,741,741,100,1195,243,1195
cloudfoundry/relint-ci-pools,FALSE,,18,1,1,1,2,19,2
cloudmesh/book,FALSE,Jupyter Notebook,19,29,29,61,4,7,4
clydin/angular-cli,TRUE,TypeScript,417,0,5708,0,2,1,2
CNG/dotfiles,FALSE,Shell,9,1,1,8,1,1,1
cnrv/home,FALSE,CSS,22,42,42,6,141,29,141
cobratbq/otr4j,TRUE,Java,12,0,69,0,2,1,2
CobwebOrg/cobweb-django,FALSE,Python,3,1,1,30,6,5,6
CodaFi/swift,TRUE,C++,403,0,7355,0,3,2,3
codebar/planner,FALSE,Ruby,88,150,150,80,60,16,60
codeenigma/deployments,FALSE,Python,7,12,12,44,9,6,9
codeontap/gen3,FALSE,FreeMarker,3,4,4,25,2,2,2
coderaiser/cloudcmd,FALSE,JavaScript,13,140,140,8,935,46,935
codestation/go,TRUE,Go,401,0,7202,0,0,1,0
coeligena/homebrew-customized,TRUE,Ruby,410,0,6900,0,0,1,0
Cofyc/go,TRUE,Go,400,0,7202,0,0,1,0
cofyc/kubernetes,TRUE,Go,380,0,16475,0,0,1,0
Cognifide/AET,FALSE,Java,32,31,31,66,68,51,68
Cognifide/gradle-aem-plugin,FALSE,Kotlin,10,12,12,20,71,48,71
CognizantOneDevOps/Insights,FALSE,Java,22,35,35,2,21,24,21
colemickens/kubernetes,TRUE,Go,375,0,16475,0,1,1,1
colin-marshall/foundation-sites,TRUE,HTML,356,0,5815,0,0,1,0
colinbrislawn/bioconda-recipes,TRUE,Shell,335,0,942,0,0,1,0
ColinEberhardt/d3fc,TRUE,HTML,19,0,77,0,0,1,0
ColinIanKing/stress-ng,FALSE,C,12,51,51,0,122,12,122
COMBINE-lab/salmon,FALSE,C++,23,74,74,105,241,40,241
CommandPost/CommandPost,FALSE,Lua,4,7,7,166,48,7,48
commsy/commsy,FALSE,PHP,8,4,4,1,8,7,8
compas-dev/compas,FALSE,Python,11,17,17,37,44,9,44
CompassionCH/compassion-switzerland,FALSE,Python,22,22,22,2,2,3,2
compbiomed/celda,FALSE,R,12,14,14,6,48,11,48
compsocialscience/summer-institute,FALSE,HTML,38,54,54,1,66,33,66
conan-io/conan,FALSE,Python,131,330,330,629,2482,112,2482
concord-consortium/rigse,FALSE,Ruby,26,10,10,49,6,18,6
conda-forge/conda-smithy,FALSE,Python,51,81,81,195,56,17,56
conda-forge/feedstocks,FALSE,,5,16,16,1,28,5,28
condret/radare2-regressions,TRUE,Shell,216,0,234,0,0,1,0
ConeyLiu/spark,TRUE,Scala,336,0,17972,1,0,1,0
Connections-Business-Directory/Connections,FALSE,PHP,4,14,14,182,22,3,22
conraid/SlackBuilds,FALSE,Shell,2,11,11,1,28,7,28
consul/consul,FALSE,Ruby,98,493,493,356,790,83,790
Contraz/demosys-py,FALSE,Python,3,6,6,18,29,6,29
coq/opam-coq-archive,FALSE,JavaScript,57,67,42,22,33,19,33
coreboot/coreboot,FALSE,C,216,203,203,5,691,85,691
coreydaley/origin,TRUE,Go,322,0,3330,0,0,0,0
cortesi/mitmproxy,TRUE,Python,231,4,1809,0,58,8,58
cosmtrek/tidb,TRUE,Go,220,0,2448,0,0,1,0
couchbase/ns_server,FALSE,JavaScript,72,50,50,1,37,16,37
countable-web/open-source-corporation,FALSE,,8,6,6,2,8,6,8
courros/hnco,FALSE,C++,0,0,0,0,0,0,0
cpuguy83/docker,TRUE,Go,446,3,15074,0,0,3,0
craftwar/obs-studio,TRUE,C,232,1,2530,0,0,2,0
craws/OpenAtlas,FALSE,Python,2,5,5,0,7,4,7
crcro/librenms,TRUE,PHP,358,0,967,0,0,1,0
create3000/x_ite,FALSE,JavaScript,2,4,4,7,3,4,3
crobinso/libvirt,TRUE,C,302,0,319,0,0,1,0
CroissanceCommune/autonomie,FALSE,JavaScript,8,14,14,284,21,10,21
crowdAI/crowdai,FALSE,JavaScript,15,24,24,76,125,15,125
crowning-/dash,TRUE,C++,361,0,21955,0,0,1,0
CS-SI/QGIS,TRUE,C++,252,0,1391,0,0,11,0
csantero/ember.js,TRUE,JavaScript,361,0,4094,0,0,1,0
cschanck/ehcache3,TRUE,Java,43,0,433,0,0,1,0
cshallue/models,TRUE,Python,399,4,29040,1,4,2,4
CSIS-iLab/cpower-viz,FALSE,JavaScript,8,0,0,0,0,4,0
cslzchen/osf.io,TRUE,Python,127,0,259,0,1,1,1
csrwng/kubernetes,TRUE,Go,378,0,16475,0,0,2,0
cston/roslyn,TRUE,C#,293,0,2523,0,0,1,0
ctubbsii/accumulo,TRUE,Java,89,1,255,0,0,1,0
cucumber/cucumber,FALSE,JavaScript,58,463,463,40,2314,213,2314
CUModSquad/Camelot-Unchained,TRUE,TypeScript,23,26,36,21,6,30,6
cushon/bazel,TRUE,Java,349,0,1756,0,0,1,0
cutec-chris/promet-erp,FALSE,Pascal,23,27,27,23,30,20,30
cvializ/amphtml,TRUE,JavaScript,431,0,2774,0,0,1,0
cwi-dis/igor,FALSE,Python,5,1,1,18,2,6,2
Cxbx-Reloaded/Cxbx-Reloaded,FALSE,C++,33,130,130,149,827,151,827
cyberark-bizdev/ansible,TRUE,Python,378,0,14147,0,0,0,0
Cyberboss/tgstation,TRUE,DM,268,0,2027,0,2,1,2
Cyberboss/tgstation-server,TRUE,C#,12,0,19,0,0,1,0
cyberium/mangos-classic,TRUE,C++,165,1,327,0,1,1,1
cylc/cylc,FALSE,Python,23,57,57,181,78,17,78
cynicaloptimist/improved-initiative,FALSE,TypeScript,19,44,44,36,106,19,106
cyrevolt/gentoo,TRUE,Shell,387,0,907,0,0,1,0
CyrusNajmabadi/roslyn,TRUE,C#,294,0,2523,0,0,0,0
CZ-NIC/knot-resolver,FALSE,C,28,29,29,2,117,24,117
CZ-NIC/turris-os,FALSE,C,42,31,31,1,157,41,157
CZagrobelny/new_sanctuary_asylum,FALSE,Ruby,35,36,36,8,29,9,29
d12frosted/environment,FALSE,Emacs Lisp,3,2,2,0,25,7,25
d3b-center/pedcbioportal,TRUE,JavaScript,63,1,203,0,1,3,1
d3fc/d3fc,FALSE,HTML,21,77,77,62,552,39,552
dafer45/TBTK,FALSE,C++,3,7,7,0,64,11,64
daften/homebrew-cask,TRUE,Ruby,409,0,6900,0,0,1,0
dagood/versions,TRUE,C#,42,1,72,0,0,0,0
dain/presto,TRUE,Java,263,0,25,0,0,1,0
daler/bioconda-recipes,TRUE,Shell,323,0,941,0,0,1,0
dalg24/DataTransferKit,TRUE,C++,12,0,19,1,0,3,0
DaMan69/dynarmic,TRUE,C++,15,0,40,0,0,0,0
DamienCassou/emacs.d,FALSE,Emacs Lisp,1,8,8,0,27,5,27
dan-cristian/haiot,FALSE,Python,1,1,1,0,2,2,2
danehans/kubernetes,TRUE,Go,375,0,16475,0,0,1,0
danger/danger-js,FALSE,TypeScript,92,171,171,60,2277,20,2277
daniel-samson/SuiteCRM,TRUE,PHP,116,1,951,1,0,3,0
daniellienert/flow-development-collection,TRUE,PHP,143,0,131,0,0,3,0
danielmartin/swift,TRUE,C++,400,0,7355,0,0,1,0
danliris/dl-module,FALSE,JavaScript,31,37,37,2,0,2,0
danmar/cppcheck,FALSE,C++,208,626,626,5,2028,196,2028
DanVanAtta/triplea,TRUE,Java,29,1,58,0,0,1,0
daoshengmu/three.js,TRUE,JavaScript,370,0,18163,0,0,1,0
darglein/saiga,FALSE,C++,5,3,3,0,74,3,74
darionyaphet/spark,TRUE,Scala,338,0,17972,0,0,1,0
DariusX/camel,TRUE,Java,312,0,3193,0,0,1,0
DarklightGames/DarkestHour,FALSE,UnrealScript,10,5,5,55,28,11,28
darkwing/debugger.html,TRUE,JavaScript,322,1,784,0,0,1,0
darshanasbg/identity-inbound-auth-oauth,TRUE,Java,70,0,150,0,0,1,0
dart-lang/angular_components,FALSE,Dart,42,59,59,76,327,98,327
DashboardHub/PipelineDashboard,FALSE,TypeScript,13,102,102,117,128,13,128
dashpay/dash,TRUE,C++,365,946,21955,87,1132,234,1132
dashpole/kubernetes,TRUE,Go,378,0,16475,0,0,0,0
data2viz/data2viz,FALSE,Kotlin,4,10,10,47,169,7,169
databrary/databrary,FALSE,Haskell,20,14,14,17,44,16,44
datapythonista/pandas,TRUE,Python,403,0,7145,0,0,1,0
DataSF/datasf.github.io,FALSE,JavaScript,12,11,11,15,15,8,15
datawire/ambassador,FALSE,Python,59,199,199,209,1574,66,1574
datosgobar/portal-andino,FALSE,Python,13,10,10,20,20,13,20
davehunt/selenium,TRUE,Java,391,0,4568,0,0,0,0
davidam/python-examples,FALSE,HTML,1,4,4,0,7,1,7
davidfischer/readthedocs.org,TRUE,Python,294,0,2712,0,0,1,0
DavidIngraham/ardupilot,TRUE,C++,317,2,7353,0,2,2,2
davidkarlsen/camel,TRUE,Java,313,0,3193,0,0,1,0
davidkpiano/xstate,FALSE,TypeScript,50,155,155,56,4397,82,4397
davidl/checknums,FALSE,JavaScript,1,1,1,2,1,1,1
davidmerfield/Blot,FALSE,JavaScript,3,22,22,14,411,17,411
davidrushton/laravel-docs,TRUE,,433,0,2812,0,0,1,0
davidz627/kubernetes,TRUE,Go,377,0,16475,2,0,2,0
davinash/geode,TRUE,Java,84,0,495,0,0,1,0
davkean/roslyn,TRUE,C#,284,0,2523,0,0,0,0
davydden/spack,TRUE,Python,276,0,573,0,0,1,0
davygeek/vitess,TRUE,Go,111,0,947,0,0,0,0
dazuma/google-cloud-ruby,TRUE,Ruby,80,0,262,0,0,1,0
DBCDK/content-first,FALSE,JavaScript,12,0,0,136,4,17,4
dbmalkovsky/flowable-engine,TRUE,Java,175,0,513,0,1,0,1
dbtsai/spark,TRUE,Scala,339,0,17972,0,0,3,0
dcadevil/vitess,TRUE,Go,111,0,947,0,0,1,0
ddebrunner/streamsx.topology,TRUE,Java,20,0,40,0,0,1,0
ddna1021/spark,TRUE,Scala,331,0,17972,0,0,0,0
ddongchen/kubernetes,TRUE,Go,373,0,16475,0,0,1,0
ddrozdik/openy,TRUE,JavaScript,60,0,75,0,0,1,0
deads2k/kubernetes,TRUE,Go,378,0,16475,0,0,1,0
deanoemcke/thegreatsuspender,FALSE,JavaScript,32,235,235,209,2278,105,2278
debloper/fabric8-planner,TRUE,TypeScript,44,0,66,1,0,0,0
debops/debops,FALSE,Shell,167,131,131,53,296,30,296
DebugBill/domoticz,TRUE,C,213,0,783,0,0,0,0
debugger87/spark,TRUE,Scala,332,0,17972,0,0,1,0
decaf-emu/decaf-emu,FALSE,C++,35,104,104,55,789,128,789
dedeckeh/packages-1,TRUE,Makefile,360,0,1523,0,0,1,0
DeDiS/cothority,FALSE,Go,32,68,68,77,275,34,275
deep-cover/deep-cover,FALSE,Ruby,9,12,12,4,111,7,111
deepikabhavnani/mbed-os,TRUE,C,345,0,1759,0,0,2,0
deeponion/deeponion,FALSE,C,28,127,127,5,420,229,420
degasus/dolphin,TRUE,C++,313,3,1176,0,1,1,1
deguif/symfony,TRUE,PHP,382,0,6654,0,0,1,0
DeinFreund/Zero-K-Infrastructure,TRUE,C#,37,0,40,0,0,1,0
deitch/linuxkit,TRUE,Go,107,0,629,0,0,1,0
dejanb/hono,TRUE,Java,22,0,59,0,0,0,0
demisto/content,FALSE,Python,74,118,118,39,229,52,229
DemocraciaEnRed/vicentelopez,FALSE,JavaScript,7,0,0,8,1,2,1
DemocracyEarth/sovereign,FALSE,JavaScript,24,220,220,89,1166,125,1166
DemocracyLab/CivicTechExchange,FALSE,JavaScript,23,8,8,7,15,22,15
denisov-vlad/redash,TRUE,Python,213,0,1847,0,0,1,0
denispelli/NoiseDiscrimination,FALSE,MATLAB,10,0,0,2,4,4,4
dennishuo/hadoop,TRUE,Java,129,0,5315,0,0,0,0
dennisobrien/bokeh,TRUE,Python,325,0,2366,0,0,1,0
department-of-veterans-affairs/vets-website,FALSE,JavaScript,124,69,69,51,129,111,129
derrod/obs-studio,TRUE,C,205,0,2530,0,0,1,0
DestinyItemManager/DIM,FALSE,TypeScript,78,281,281,90,803,67,803
developeruz/yii2,TRUE,PHP,360,0,6702,0,0,1,0
devinschulz/blog,FALSE,JavaScript,2,0,0,10,0,0,0
devnexen/h2o,TRUE,C,89,0,620,0,0,1,0
devpunks/snuggsi,FALSE,JavaScript,10,9,9,47,106,20,106
devtools-html/debugger.html,FALSE,JavaScript,341,784,784,256,4204,153,4204
DGA-MI-SSI/YaCo,FALSE,C++,7,28,28,9,236,31,236
dgeb/publishers,TRUE,Ruby,16,0,20,0,0,1,0
dgibbs64/SteamCMD-Commands-List,FALSE,Shell,1,16,16,1,73,10,73
dgquintas/grpc,TRUE,C++,344,0,4423,10,0,1,0
dharmabumstead/ansible,TRUE,Python,380,0,14145,0,0,0,0
dhermes/google-cloud-python,TRUE,Python,184,0,869,1,3,2,3
dhoffend/roundcubemail,TRUE,PHP,134,0,1104,0,0,1,0
dhowe/p5.js,TRUE,JavaScript,255,0,1469,0,0,1,0
dhrdlicka/86Box,TRUE,C,13,0,34,0,0,1,0
dials/dials,FALSE,Python,25,11,11,159,21,24,21
DickJC123/mxnet,TRUE,C++,390,0,5834,0,0,1,0
digimezzo/Dopamine,FALSE,C#,29,110,110,319,511,39,511
Digital-Peak/joomla-cms,TRUE,PHP,295,1,2822,0,0,2,0
digitalocean/netbox,FALSE,Python,84,884,884,123,4775,403,4775
DiligentGraphics/DiligentCore,FALSE,C++,2,17,17,19,85,15,85
dilini-muthumala/carbon-dashboards,TRUE,JavaScript,28,0,104,0,0,1,0
dims/kubernetes,TRUE,Go,380,0,16475,0,1,1,1
dinogun/official-images,TRUE,Shell,311,0,1159,0,0,1,0
diox/olympia,TRUE,Python,296,0,360,0,0,1,0
DISTORTEC/distortos,FALSE,C++,6,43,43,6,231,40,231
dixudx/kubernetes,TRUE,Go,379,0,16475,0,0,1,0
djdv/go-ipfs,TRUE,Go,195,0,1347,0,0,2,0
djjudas21/photography-database,FALSE,Perl,1,1,1,18,1,2,1
djs55/linuxkit,TRUE,Go,109,0,629,0,0,1,0
dkhamsing/open-source-ios-apps,FALSE,Swift,201,3159,3159,1,19129,1127,19129
dkogan/emacs-snapshot,TRUE,Emacs Lisp,255,2,555,0,8,4,8
dlorenc/kubernetes,TRUE,Go,373,0,16475,0,0,0,0
dlorenc/minikube,TRUE,Go,264,1,1887,0,0,0,0
dmaestro/doc,TRUE,Perl 6,230,0,221,0,0,1,0
dmann/duke-data-service,TRUE,Ruby,13,0,14,0,0,1,0
dmf463/VRPoker,FALSE,Mathematica,6,0,0,0,0,1,0
dmichiels/fractalide,TRUE,Racket,9,0,38,0,0,1,0
dmicky0419/flor,TRUE,Ruby,7,0,14,0,0,0,0
dmtrKovalenko/material-ui-pickers,FALSE,TypeScript,61,213,213,25,734,21,734
dmuhlhei/AliPhysics,TRUE,C++,191,0,457,0,0,0,0
doberkofler/flow-typed,TRUE,JavaScript,469,0,1207,0,0,1,0
Doctoror/ParticleConstellationsLiveWallpaper,FALSE,Kotlin,1,3,3,5,13,4,13
dolanmiu/docx,FALSE,TypeScript,18,49,49,35,248,8,248
domob1812/huntercore,FALSE,C++,360,10,10,8,2,6,2
DomT4/brew,TRUE,Ruby,409,0,3541,0,0,1,0
DomT4/homebrew-core,TRUE,Ruby,421,0,5673,0,0,1,0
dongjoon-hyun/spark,TRUE,Scala,337,1,17972,0,1,0,1
DonJayamanne/pythonVSCode,FALSE,TypeScript,134,467,467,49,1879,87,1879
donttrustthisbot/amphtml,TRUE,JavaScript,425,0,2774,0,0,1,0
dopare/roslyn,TRUE,C#,284,0,2523,0,0,1,0
dot-bob/Marlin-Duplicator-6,FALSE,C++,358,16,16,2,36,29,36
dotnet/roslyn,FALSE,C#,295,2523,2523,5635,10711,1075,10711
dotnet/versions,FALSE,C#,55,72,72,10,56,27,56
dougbinks/imgui,TRUE,C++,114,0,1875,0,0,1,0
douggie/XChange,TRUE,Java,232,0,1261,0,0,1,0
dpb587/bosh-compiled-releases,FALSE,Go,2,0,0,0,0,1,0
dpmatthews/cylc,TRUE,Python,22,0,57,0,3,1,3
dpoeschl/roslyn,TRUE,C#,293,0,2523,1,0,0,0
dpressel/baseline,FALSE,Python,7,48,48,2,197,18,197
drawks/ansible,TRUE,Python,384,0,14147,0,0,1,0
dreal/dreal4,FALSE,SMT,3,10,10,11,14,4,14
drmrd/ansible,TRUE,Python,380,0,14147,0,0,1,0
droundy/deft,FALSE,C++,9,12,12,1,18,4,18
drumonii/LeagueTrollBuild,FALSE,Java,1,0,0,0,0,1,0
drupal/drupal,FALSE,PHP,44,1627,1627,1,3190,415,3190
drybjed/debops,TRUE,Shell,167,0,131,1,2,2,2
dsh2/dotfiles,FALSE,Ruby,1,0,0,0,1,1,1
dsherret/ts-simple-ast,FALSE,TypeScript,13,34,34,28,538,15,538
dsmjs/components,FALSE,JavaScript,4,2,2,17,0,3,0
dsolodow/dbatools,TRUE,PowerShell,146,0,404,0,0,1,0
dstufft/warehouse,TRUE,Python,164,1,509,1,2,3,2
dsXLII/homebrew-core,TRUE,Ruby,421,0,5673,0,0,1,0
dthain/basekernel,FALSE,C,10,60,60,23,347,20,347
dthies/moodle,TRUE,PHP,198,0,3560,0,0,2,0
dtomcej/traefik,TRUE,Go,333,2,2061,0,0,1,0
duftler/deck,TRUE,TypeScript,149,0,426,0,1,1,1
duglin/kubernetes,TRUE,Go,376,0,16475,0,0,1,0
