name,fork,language,contributors_count,forks_count,network_count,open_issues_count,stargazers_count,subscribers_count,watchers_count
dungphanxuan/yii2,TRUE,PHP,356,0,6702,0,0,1,0
dunn/mastodon,TRUE,Ruby,433,0,2915,0,1,1,1
dushoff/makestuff,FALSE,Perl,4,1,1,0,0,3,0
DustinCampbell/roslyn,TRUE,C#,295,0,2523,0,0,0,0
dutchcoders/marija-web,FALSE,TypeScript,3,1,1,0,8,4,8
dvlemplgk/packages,TRUE,Makefile,351,0,1523,0,0,1,0
dvusboy/nomad,TRUE,Go,238,0,809,0,0,1,0
dwango/mastodon,TRUE,Ruby,430,31,2914,8,98,23,98
dwavesystems/dimod,FALSE,Python,13,26,26,27,29,15,29
DynamicSTOP/KC3Kai,TRUE,JavaScript,50,0,137,0,0,1,0
e-gun/HipparchiaServer,FALSE,Python,1,0,0,0,1,0,1
eaciit/windapp,FALSE,JavaScript,11,3,3,3,1,10,1
eaplatanios/tensorflow_scala,FALSE,Scala,7,61,61,9,591,67,591
easypcceo/easypcceo.github.io,FALSE,HTML,2,1,1,0,0,0,0
EbenZhang/gitextensions,TRUE,C#,269,1,1152,0,12,6,12
ebi-uniprot/QuickGOBE,FALSE,Java,5,1,1,1,0,5,0
EBIBioSamples/biosamples-v4,FALSE,Java,8,3,3,4,2,5,2
ebr11/ExoPlayer,TRUE,Java,108,1,3706,0,0,1,0
ebraminio/DroidPersianCalendar,FALSE,Java,19,128,128,23,293,29,293
EBWiki/EBWiki,FALSE,Ruby,36,63,63,206,17,14,17
ec-europa/joinup-dev,FALSE,PHP,43,10,10,32,20,15,20
eciis/web,FALSE,JavaScript,9,2,2,14,9,8,9
eddumelendez/spring-boot,TRUE,Java,388,2,22544,0,4,1,4
EddyVerbruggen/nativescript-plugin-firebase,FALSE,TypeScript,71,256,256,256,634,38,634
edenlabllc/ehealth.api,FALSE,Elixir,26,18,18,255,98,25,98
edgardoh/darktable,TRUE,C,256,1,543,1,1,1,1
edgarRd/incubator-airflow,TRUE,Python,337,0,3810,0,0,1,0
edporras/homebrew-core,TRUE,Ruby,420,0,5673,0,0,1,0
eduardoj/open-build-service,TRUE,Ruby,141,0,264,0,0,4,0
education/classroom,FALSE,Ruby,44,305,305,110,932,71,932
EducationalTestingService/rsmtool,FALSE,Python,8,7,7,28,36,6,36
EDUlib/edx-platform,TRUE,Python,238,1,2293,0,0,4,0
eduNEXT/edx-platform,TRUE,Python,236,1,2293,1,1,7,1
edwardspec/mediawiki-moderation,FALSE,PHP,7,8,8,0,12,5,12
edx/edx-platform,FALSE,Python,236,2293,2293,214,4091,395,4091
EellyDev/eelly-sdk-php,FALSE,PHP,12,13,13,0,7,4,7
eerimoq/asn1tools,FALSE,Python,4,13,13,0,49,11,49
eeshangarg/zulip,TRUE,Python,358,0,2756,0,0,1,0
eessex/positron,TRUE,JavaScript,33,0,32,0,0,1,0
eghobo/kubernetes,TRUE,Go,378,0,16475,0,0,1,0
ehcache/ehcache3,FALSE,Java,43,433,433,122,1215,149,1215
ehmicky/Notes,FALSE,sed,1,6,6,0,15,2,15
eirannejad/pyRevit,FALSE,Python,14,67,67,28,172,58,172
ejona86/grpc,TRUE,C++,350,0,4423,0,1,2,1
ekoontz/babel,FALSE,Clojure,2,0,0,1,6,3,6
elabftw/elabftw,FALSE,JavaScript,13,77,77,58,240,43,240
Elderme/stk-code,TRUE,C++,84,0,252,0,0,2,0
electric-cloud/EC-JBoss,FALSE,Groovy,10,2,2,4,0,39,0
electric-cloud/EC-WebSphere,FALSE,Groovy,12,0,0,0,0,48,0
electron/electron,FALSE,C++,386,9003,9003,1126,69314,2779,69314
electronicvisions/spack,TRUE,Python,287,0,573,0,0,6,0
ElectronicWar/obs-studio,TRUE,C,229,0,2530,0,0,1,0
electrum/presto,TRUE,Java,263,0,25,0,0,1,0
elementary/appcenter,FALSE,Vala,210,53,53,221,189,43,189
elementary/installer,FALSE,Vala,125,15,15,34,66,37,66
elix/elix,FALSE,JavaScript,5,14,14,2,113,15,113
eljeff/AudioKit,TRUE,C++,75,0,952,0,0,2,0
ellisonbg/altair,TRUE,Python,45,19,317,0,228,19,228
ello/webapp,FALSE,JavaScript,13,12,12,8,64,5,64
elnormous/ouzel,FALSE,C++,5,44,44,12,280,36,280
elshize/qutebrowser,TRUE,Python,198,0,589,0,0,1,0
ElucidataInc/ElMaven,FALSE,C++,23,21,21,259,55,21,55
ElvisResearchGroup/L42,FALSE,JavaScript,10,6,6,0,4,8,4
emacs-ess/ESS,FALSE,Emacs Lisp,58,146,146,75,429,44,429
emacs-mirror/emacs,FALSE,Emacs Lisp,255,555,555,4,1819,226,1819
emacsmirror/ess,TRUE,Emacs Lisp,58,0,146,0,0,0,0
emartin-pentaho/pentaho-kettle,TRUE,Java,154,0,1609,0,0,0,0
EMBL-EBI-SUBS/subs-api,FALSE,Java,6,0,0,0,0,3,0
embree/embree,FALSE,C++,14,160,160,14,918,114,918
emergenzeHack/terremotocentro,TRUE,JavaScript,49,12,22996,44,57,24,57
EmmyLua/IntelliJ-EmmyLua,FALSE,C,12,106,106,24,624,62,624
eMoflon/emoflon-ibex,FALSE,Java,14,2,2,12,2,14,2
EmreAtes/spack,TRUE,Python,259,0,573,0,0,1,0
End-to-end-provenance/RDataTracker,FALSE,R,11,6,6,56,30,9,30
endeavourhealth/EDS,FALSE,Java,10,1,1,0,0,4,0
endian675/ignite,TRUE,Java,157,0,1147,0,0,1,0
ened/ExoPlayer,TRUE,Java,124,0,3706,0,1,1,1
enisoc/kubernetes,TRUE,Go,377,0,16475,0,1,2,1
enisoc/vitess,TRUE,Go,124,1,947,0,0,2,0
enj/kubernetes,TRUE,Go,377,0,16475,0,0,1,0
enolive/exercism,FALSE,Haskell,1,0,0,0,0,0,0
Ensembl/ensembl-compara,FALSE,Perl,45,35,35,0,22,13,22
Ensembl/ensembl-webcode,FALSE,Perl,59,36,36,0,14,19,14
eohomegrownapps/musicblocks,TRUE,JavaScript,61,0,140,0,0,1,0
eosimosu/generator-jhipster,TRUE,JavaScript,315,0,2613,0,0,1,0
epam/DLab,FALSE,Java,19,19,19,10,65,28,65
epernod/sofa,TRUE,C++,68,1,121,0,0,1,0
epu-ntua/bdo_platform,FALSE,JavaScript,9,0,0,1,2,9,2
erangatl/carbon-analytics,TRUE,JavaScript,87,0,155,0,0,1,0
eranif/codelite,FALSE,C++,55,315,315,272,1138,112,1138
erh3cq/hyperspy,TRUE,Python,37,0,107,0,0,0,0
EricFromCanada/brew,TRUE,Ruby,407,0,3541,0,0,1,0
ericpre/hyperspy,TRUE,Python,36,0,107,0,1,1,1
ErinBecker/datacarpentry.github.io,TRUE,CSS,42,0,51,0,0,1,0
ErisDS/Ghost,TRUE,JavaScript,299,5,6197,0,21,7,21
erlang/otp,FALSE,Erlang,349,1986,1986,43,7336,589,7336
ermshiperete/web-languageforge,TRUE,TypeScript,31,0,23,0,0,1,0
ernanisp/Zeus.Net.NFe.NFCe,TRUE,C#,31,0,264,0,1,1,1
erwinmombay/amphtml,TRUE,JavaScript,428,0,2774,2,0,2,0
erxes/erxes,FALSE,TypeScript,26,91,91,66,360,48,360
escattone/kuma,TRUE,HTML,261,0,647,0,0,1,0
EscherLabs/Graphene,FALSE,PHP,2,1,1,0,4,5,4
espressif/ESP8266_RTOS_SDK,FALSE,C,17,617,617,70,1273,241,1273
esri-es/awesome-arcgis,TRUE,HTML,10,4,21,0,3,6,3
est77/appleseed,TRUE,C++,54,0,208,0,1,2,1
este/este,FALSE,TypeScript,93,579,579,11,5536,166,5536
estebanlm/pharo,TRUE,Smalltalk,70,0,132,0,0,1,0
ethereum/ethereumj,FALSE,Java,72,965,965,85,1907,246,1907
ethereum/go-ethereum,FALSE,Go,382,7900,7900,795,22433,2045,22433
ethersphere/go-ethereum,TRUE,Go,382,40,7900,222,121,25,121
evdubs/XChange,TRUE,Java,193,0,1261,0,0,1,0
evildour/google-cloud-dotnet,TRUE,C#,27,0,168,0,0,1,0
eviljeff/olympia,TRUE,Python,296,0,360,6,0,1,0
EvilMcJerkface/kudu,TRUE,C++,75,0,258,0,0,1,0
EvilMcJerkface/presto,TRUE,Java,263,0,2920,0,0,1,0
Evolveum/midpoint,FALSE,Java,40,130,130,4,141,50,141
ewolinetz/openshift-ansible,TRUE,Python,370,0,1825,0,0,1,0
ExpediaDotCom/haystack-ui,FALSE,JavaScript,14,12,12,7,52,15,52
Expensify/Bedrock,FALSE,C,38,42,42,33,404,88,404
expertiza/expertiza,FALSE,Ruby,329,785,785,150,148,20,148
ExpressBaseSystems/ExpressBase.Objects,FALSE,C#,10,0,0,0,0,1,0
ExpressBaseSystems/ExpressBase.ServiceStack,FALSE,C#,10,0,0,8,0,1,0
extr0py/oni,TRUE,TypeScript,77,0,322,0,3,0,3
eyalfa/spark,TRUE,Scala,334,0,17972,0,0,1,0
ezecosystem/Sylius,TRUE,PHP,363,0,1471,0,0,0,0
f1nalspace/final_game_tech,FALSE,C,2,2,2,0,76,9,76
fabiocolacio/Marker,FALSE,JavaScript,10,22,22,66,391,28,391
fable-compiler/Fable,FALSE,F#,91,196,196,27,1510,76,1510
fabriziopandini/kubernetes,TRUE,Go,377,0,16475,0,0,1,0
facebook/flow,FALSE,OCaml,404,1605,1605,2670,18781,429,18781
facebook/infer,FALSE,OCaml,79,1255,1255,167,9267,546,9267
factor/factor,FALSE,Factor,84,120,120,577,733,51,733
FaideWW/WoWAnalyzer,TRUE,JavaScript,99,0,266,0,0,1,0
fake-name/ReadableWebProxy,FALSE,Python,2,5,5,1,132,6,132
fallenswordhelper/fallenswordhelper,TRUE,JavaScript,3,1,2,32,4,4,4
fanruan/fineui,FALSE,JavaScript,10,18,18,1,36,2,36
fanzhangio/kubernetes,TRUE,Go,378,0,16475,0,0,0,0
fastai/fastai,FALSE,Jupyter Notebook,310,4120,4120,19,11333,535,11333
fbuihuu/systemd,TRUE,C,351,0,1549,0,1,2,1
feathersjs/feathers,FALSE,JavaScript,147,408,408,81,10386,282,10386
fedspendingtransparency/data-act-build-tools,FALSE,Python,12,6,6,2,3,27,3
feiskyer/kubernetes,TRUE,Go,378,0,16475,0,0,1,0
fejta/kubernetes,TRUE,Go,375,0,16475,0,0,1,0
fenhl/lore-seeker,TRUE,HTML,5,0,7,3,0,1,0
fernandojsg/three.js,TRUE,JavaScript,374,1,18163,1,1,1,1
FernCreek/tinymce,TRUE,TypeScript,180,2,1499,0,1,2,1
FertigLab/CoGAPS,FALSE,C++,9,3,3,3,16,7,16
fetus-hina/stat.ink,FALSE,PHP,13,22,22,19,125,9,125
fgimenez/kubernetes,TRUE,Go,374,0,16475,0,0,1,0
FGMEMBERS/c172p-detailed,TRUE,HTML,35,0,32,0,1,50,1
fhueske/flink,TRUE,Java,319,0,3546,2,1,0,1
fibonacci1729/helm,TRUE,Go,341,0,3200,0,0,1,0
fiete201/qutebrowser,TRUE,Python,242,0,589,0,0,2,0
filcab/homebrew-core,TRUE,Ruby,425,0,5673,0,0,1,0
File-New-Project/EarTrumpet,FALSE,C#,15,151,151,77,1505,92,1505
fimad/stackage,TRUE,Shell,418,0,647,0,0,1,0
FinnStutzenstein/OpenSlides,TRUE,TypeScript,20,0,71,0,0,1,0
FINRAOS/herd,FALSE,Java,17,31,31,123,103,35,103
FireballDWF/cloud-custodian,TRUE,Python,162,0,547,0,0,1,0
firebase/firebase-js-sdk,FALSE,TypeScript,65,255,255,174,1724,138,1724
fireblock/go-ethereum,TRUE,Go,328,0,7900,0,0,2,0
fitpay/fitpay-ios-sdk,FALSE,Swift,24,4,4,3,3,21,3
fjalvingh/domui,FALSE,Java,12,5,5,23,9,3,9
fk/gatsby,TRUE,JavaScript,461,0,4034,0,1,1,1
fkeglevich/Raw-Dumper,FALSE,C++,3,6,6,2,12,3,12
fkie-cad/FACT_core,FALSE,Python,9,33,33,16,144,22,144
fkjagodzinski/mbed-os,TRUE,C,346,0,1759,0,0,0,0
flarum/core,FALSE,PHP,60,513,513,339,4240,281,4240
flash62au/EngineDriver,TRUE,Java,6,0,11,0,0,1,0
flodolo/testpilot,TRUE,JavaScript,180,0,138,0,0,1,0
flowable/flowable-engine,FALSE,Java,175,513,513,125,1386,166,1386
flowcommerce/aws-s3-public,FALSE,HTML,24,0,0,0,0,7,0
Flowsnow/TranslateProject,TRUE,Shell,305,0,258,0,0,1,0
fluent/fluentd-ui,FALSE,Ruby,17,50,50,5,444,43,444
fluentmigrator/fluentmigrator,FALSE,C#,130,525,525,69,1817,126,1817
flywheel-io/exchange,FALSE,Shell,11,5,5,5,4,7,4
FoalTS/foal,FALSE,TypeScript,6,8,8,16,135,4,135
fogbeam/cas_mirror,FALSE,Java,200,2,2,0,0,1,0
FoglyOgly/Meowth,FALSE,Python,10,84,84,26,87,22,87
foodcoopshop/foodcoopshop,FALSE,PHP,7,4,4,31,17,5,17
forcedotcom/salesforcedx-vscode,FALSE,TypeScript,26,64,64,99,304,80,304
forkbong/qutebrowser,TRUE,Python,242,0,589,0,0,1,0
forkcms/forkcms,FALSE,PHP,80,285,285,72,1038,62,1038
formio/formio.js,FALSE,JavaScript,46,199,199,118,270,57,270
forrestguice/SuntimesWidget,FALSE,Java,12,20,20,23,49,8,49
foursquare/pants,TRUE,Python,142,1,311,2,1,106,1
fourtf/chatterino2,FALSE,C++,33,48,48,133,142,26,142
foxish/kubernetes,TRUE,Go,375,0,16475,0,0,1,0
foxyriver/kubernetes,TRUE,Go,375,0,16475,0,0,1,0
fr500/RetroArch,TRUE,C,294,0,823,0,0,2,0
fractalide/fractalide,FALSE,Racket,9,38,38,26,511,36,511
fragforce/fragforce.org,FALSE,Python,12,15,15,3,3,6,3
francescomari/jackrabbit-oak,TRUE,Java,22,0,275,0,0,1,0
francois-contat/scapy,TRUE,Python,149,0,779,0,0,1,0
frankbu/istio,TRUE,Go,195,0,2335,0,0,0,0
FransMeerhoff/jasp-desktop,TRUE,R,34,0,97,0,0,1,0
frappe/erpnext,FALSE,Python,259,1915,1915,1700,4180,461,4180
frappe/frappe,FALSE,Python,243,843,843,391,1089,166,1089
Frazurbluu/ServUO,TRUE,C#,46,1,269,0,0,1,0
fredroy/sofa,TRUE,C++,68,0,121,0,0,3,0
freeciv/freeciv,FALSE,C,32,48,48,1,261,25,261
Freemius/wordpress-sdk,FALSE,PHP,15,40,40,43,73,17,73
freezebear/kc3-translations,TRUE,Python,77,0,92,0,0,1,0
frett/cas,TRUE,Java,191,0,2543,0,3,1,3
frida/glib,FALSE,C,220,7,7,0,9,6,9
frida/vala,FALSE,Vala,191,3,3,0,1,4,1
FriendsOfPHP/PHP-CS-Fixer,FALSE,PHP,195,968,968,305,7052,218,7052
frodenas/kubernetes,TRUE,Go,379,0,16475,0,0,1,0
fronzbot/home-assistant,TRUE,Python,416,0,6027,0,0,1,0
frreiss/tensorflow-fred,TRUE,C++,376,0,71609,0,0,1,0
fsgiudice/quasar,TRUE,Vue,108,0,758,0,0,1,0
fsharp/fsharp,FALSE,F#,179,340,340,27,1984,177,1984
fspindle/visp,TRUE,C++,27,0,144,0,0,1,0
fthomas/refined,FALSE,Scala,38,83,83,49,860,32,860
FTSRG/ingraph,FALSE,Scala,13,5,5,33,26,7,26
fujicoin/electrum-fjc,FALSE,Python,219,0,0,1,0,1,0
FundRequest/platform,FALSE,Java,11,18,18,40,90,24,90
fusion809/fusion809-overlay,TRUE,Shell,4,2,13,0,0,1,0
fwsGonzo/IncludeOS,TRUE,C++,57,0,273,0,3,4,3
fx19880617/pinot-1,TRUE,Java,62,0,380,0,0,1,0
fyruna/WoWAnalyzer,TRUE,JavaScript,95,0,266,0,0,1,0
fzzzy/testpilot,TRUE,JavaScript,161,0,138,0,0,0,0
gabime/spdlog,FALSE,C++,122,1091,1091,40,5045,359,5045
gabrielbazan7/copay,TRUE,TypeScript,69,1,1250,0,1,1,1
gabrielburnworth/Farmbot-Web-App,TRUE,TypeScript,21,0,181,0,0,1,0
gabyx/ExecutionGraph,FALSE,C++,5,4,4,8,16,3,16
gaddman/ansible,TRUE,Python,392,0,14145,0,0,1,0
gafter/roslyn,TRUE,C#,296,0,2523,3,1,2,1
gambol99/kubernetes,TRUE,Go,373,0,16475,0,0,1,0
gamefreak/Conversations,TRUE,Java,97,0,1043,0,0,3,0
gamejolt/gamejolt,FALSE,TypeScript,8,21,21,17,132,22,132
gandreello/openthread,TRUE,C++,78,0,534,0,0,2,0
GaneshSPatil/gocd,TRUE,Java,114,0,760,0,0,4,0
ganto/debops,TRUE,Shell,161,0,131,0,0,1,0
gaocegege/kubernetes,TRUE,Go,376,0,16475,0,0,1,0
Gargol/Ghost,TRUE,JavaScript,304,0,6195,0,0,1,0
gartung/spack,TRUE,Python,359,0,573,0,0,0,0
gasvaktin/gasvaktin,FALSE,Python,3,4,4,0,12,5,12
Gathros/algorithm-archive,TRUE,Assembly,71,0,206,0,0,1,0
gatling/gatling,FALSE,Scala,126,868,868,35,4041,229,4041
gatsbyjs/gatsby,FALSE,JavaScript,464,4034,4034,789,30683,678,30683
gautric/camel,TRUE,Java,315,0,3193,0,0,0,0
gbateson/moodle,TRUE,PHP,198,0,3560,0,0,1,0
gburges/openshift-ansible,TRUE,Python,361,0,1825,0,0,0,0
gcanti/fp-ts,FALSE,TypeScript,35,97,97,40,1576,64,1576
GCModeller-Cloud/php-dotnet,FALSE,PHP,2,0,0,0,0,0,0
gcoop-libre/SuiteCRM,TRUE,PHP,127,0,951,0,1,12,1
geektoni/shogun,TRUE,C++,148,0,889,0,0,1,0
geethkokila/carbon-device-mgt,TRUE,Java,62,0,118,0,0,0,0
gem/oq-engine,FALSE,Python,40,106,106,54,136,28,136
geneanet/geneweb,TRUE,OCaml,17,5,44,2,26,16,26
geneontology/go-site,FALSE,Python,50,71,71,289,8,22,8
geneweb/geneweb,FALSE,OCaml,17,44,44,237,92,28,92
gengliangwang/spark,TRUE,Scala,336,0,17972,0,0,0,0
genialis/resolwe-bio,FALSE,Python,20,24,24,8,6,9,6
geniusgogo/rt-thread,TRUE,C,163,0,1569,0,0,1,0
genlu/roslyn,TRUE,C#,292,0,2523,0,0,1,0
genonbeta/TrebleShot,FALSE,Java,37,39,39,29,158,16,158
gentics/mesh,FALSE,Java,15,38,38,293,255,33,255
gentoo-mirror/stefantalpalaru,FALSE,Shell,3,3,3,2,1,3,1
GeoNet/delta,FALSE,Go,17,23,23,8,7,11,7
geoscan/cesium,TRUE,JavaScript,174,0,1609,0,0,3,0
gero3/three.js,TRUE,JavaScript,372,0,18163,0,0,0,0
gerrieg/openhab2-addons,TRUE,Java,254,2,1826,0,5,5,5
GetAmbassador/react-ions,FALSE,JavaScript,11,7,7,2,51,13,51
getredash/redash,FALSE,Python,226,1847,1847,433,11501,523,11501
getsentry/sentry-docs,FALSE,JavaScript,110,110,110,43,52,31,52
GetStream/Winds,FALSE,HTML,25,420,420,8,6423,205,6423
gg-net/dwoss,FALSE,Java,6,0,0,0,3,6,3
gher-ulg/divand.jl,FALSE,Julia,4,2,2,4,5,4,5
GheRivero/kubernetes,TRUE,Go,376,0,16475,0,0,1,0
ghiscoding/Angular-Slickgrid,FALSE,TypeScript,4,20,20,2,70,10,70
gift-surg/GIFT-Grab,FALSE,C++,1,9,9,32,14,4,14
giorgiobornia/libmesh,TRUE,C,56,0,172,0,0,1,0
GiovanniBussi/test-travis-ci,FALSE,C++,24,1,1,0,0,2,0
gisma/uavRst,FALSE,R,4,7,7,6,14,7,14
git-cola/git-cola,FALSE,Python,96,312,312,92,1228,72,1228
git-lfs/homebrew-core,TRUE,Ruby,419,3,5673,0,1,1,1
gitbucket/gitbucket,FALSE,Scala,139,1056,1056,275,7540,564,7540
github-for-unity/Unity,FALSE,C#,26,217,217,99,1263,135,1263
github/orchestrator,FALSE,Go,52,349,349,163,2480,173,2480
github/VisualStudio,FALSE,C#,40,696,696,283,1404,181,1404
gitlabhq/gitlabhq,FALSE,Ruby,296,5534,5534,30,21536,1058,21536
GitSquared/edex-ui,FALSE,JavaScript,25,366,366,12,7593,168,7593
giux78/daf-dataportal,TRUE,JavaScript,12,0,24,0,0,1,0
GJL/flink,TRUE,Java,307,0,3546,0,0,1,0
gkalpak/angular,TRUE,TypeScript,409,2,11559,0,0,1,0
glessard/swift,TRUE,C++,406,0,7355,0,0,1,0
GlobalDigitalLibraryio/book-api,FALSE,Scala,5,0,0,0,1,4,1
globbie/knowdy,FALSE,C,3,0,0,2,3,2,3
GlukKazan/Dagaz,FALSE,JavaScript,1,1,1,0,19,9,19
GlukKazan/GlukKazan.github.io,FALSE,HTML,2,1,1,1,2,1,2
gmalecha/opam-coq-archive,TRUE,JavaScript,55,0,42,0,1,1,1
GMOD/jbrowse,FALSE,JavaScript,40,158,158,128,295,54,295
gnailuy/docker,TRUE,Go,446,0,15074,0,0,1,0
GNOME/dconf-editor,FALSE,Vala,139,5,5,0,7,7,7
GNOME/devhelp,FALSE,C,195,7,7,0,20,8,20
GNOME/glib,FALSE,C,224,300,300,0,651,70,651
GNOME/gnome-music,FALSE,Python,209,69,69,0,95,22,95
GNOME/vala,FALSE,Vala,194,56,56,0,439,51,439
gnu-mcu-eclipse/openocd,FALSE,C,301,44,44,4,169,42,169
gnufied/kubernetes,TRUE,Go,377,0,16475,1,0,1,0
goblain/kubernetes,TRUE,Go,377,0,16475,0,0,1,0
gobuffalo/buffalo,FALSE,Go,109,319,319,58,3890,146,3890
goby-lang/goby,FALSE,Go,34,123,123,60,2788,90,2788
gocd/go-command-repo,FALSE,,12,26,26,0,28,26,28
gocd/gocd,FALSE,Java,114,760,760,752,4608,257,4608
gocd/www.go.cd,FALSE,JavaScript,94,109,109,24,40,40,40
Gol-D-Ace/obs-studio,TRUE,C,225,0,2530,0,0,1,0
GolosChain/tolstoy,TRUE,JavaScript,49,35,395,182,43,17,43
golovnin/wildfly,TRUE,Java,310,0,1853,0,0,1,0
gonicus/gosa,FALSE,JavaScript,4,2,2,0,9,10,9
gonzalovilaseca/symfony,TRUE,PHP,380,0,6654,0,0,1,0
goodwinnk/intellij-community,TRUE,,196,0,2633,0,0,1,0
google/closure-compiler,FALSE,Java,260,872,872,774,4680,264,4680
google/data-transfer-project,FALSE,Java,16,177,177,75,2240,178,2240
google/gapid,FALSE,Go,26,171,171,195,1023,87,1023
google/syzkaller,FALSE,Go,78,450,450,76,2043,158,2043
google/wuffs,FALSE,C,3,54,54,9,1693,52,1693
googleapis/google-cloud-dotnet,FALSE,C#,30,168,168,28,367,75,367
googleapis/google-cloud-ruby,FALSE,Ruby,80,262,262,42,742,84,742
GoogleChromeLabs/ProjectVisBug,FALSE,JavaScript,14,113,113,159,2235,56,2235
GoogleCloudPlatform/google-cloud-cpp,FALSE,C++,22,53,53,170,68,25,68
GoogleCloudPlatform/magic-modules,FALSE,Ruby,33,58,58,101,128,18,128
GoogleCloudPlatform/training-data-analyst,FALSE,Jupyter Notebook,83,1331,1331,18,1742,186,1742
goreleaser/goreleaser,FALSE,Go,73,220,220,13,3684,60,3684
gorkalaucirica/Sylius,TRUE,PHP,361,0,1471,0,0,1,0
gosharplite/kubernetes,TRUE,Go,375,0,16475,0,0,1,0
gossion/azure-quickstart-templates,TRUE,Shell,356,0,6617,0,0,1,0
govind-menon/storm,TRUE,Java,291,0,3807,0,0,1,0
GovReady/govready-q,FALSE,Python,6,5,5,83,20,10,20
goxberry/spack,TRUE,Python,355,0,573,0,0,1,0
gozora/rear,TRUE,Shell,78,0,153,0,0,1,0
gpac/gpac,FALSE,C,37,230,230,241,705,89,705
gpmidi/fragforce.org,TRUE,Python,12,0,15,0,0,3,0
gpotter2/scapy,TRUE,Python,148,1,779,0,0,1,0
Gr8z/Legend-Cogs,FALSE,Python,5,15,15,0,7,6,7
grahammendick/navigation,FALSE,JavaScript,1,11,11,0,176,2,176
graknlabs/grakn,FALSE,Java,33,176,176,390,1382,93,1382
Graylog2/graylog2-server,FALSE,Java,81,714,714,696,4667,272,4667
greenkeeperio/greenkeeper,FALSE,JavaScript,20,87,87,69,1360,25,1360
greenriver/boston-cas,FALSE,Ruby,13,5,5,10,16,13,16
GreenTeaDev/Lede,TRUE,C,370,0,1147,0,0,0,0
greggman/three.js,TRUE,JavaScript,372,0,18163,0,4,2,4
greghogan/flink,TRUE,Java,320,0,3546,0,0,1,0
gregoil/rotest,FALSE,Python,7,5,5,11,20,5,20
gregomni/swift,TRUE,C++,407,0,7355,0,0,1,0
GregorR/RetroArch,TRUE,C,238,1,823,0,1,2,1
gregr/ina,FALSE,Racket,1,0,0,0,8,5,8
gregsaun/prusa_i3_bear_upgrade,FALSE,Shell,5,76,76,18,180,71,180
gregsdennis/Manatee.Trello,FALSE,C#,10,23,23,10,64,10,64
grepory/kubernetes,TRUE,Go,377,0,16475,0,0,1,0
GridProtectionAlliance/gsf,FALSE,C#,26,37,37,9,65,32,65
GroestlCoin/GroestlCoin,TRUE,C++,363,16,21960,1,17,14,17
grondo/flux-core,TRUE,C,11,0,17,0,0,1,0
GrottoPress/jentil,FALSE,PHP,2,3,3,0,4,2,4
groue/GRDB.swift,FALSE,Swift,26,153,153,1,1705,52,1705
grow/grow,FALSE,Python,16,37,37,67,256,24,256
grpc/grpc,FALSE,C++,349,4423,4423,1194,19223,1078,19223
Grumbel/dirtool,FALSE,Python,1,0,0,0,0,1,0
grxanon/grxanon.github.io,TRUE,JavaScript,34,0,137,0,0,0,0
GSadee/Sylius,TRUE,PHP,363,0,1471,0,0,1,0
gsehub/configuration,TRUE,Python,168,0,777,0,0,3,0
gsehub/edx-platform,TRUE,Python,237,0,2293,0,0,3,0
gseidel/Sylius,TRUE,PHP,363,0,1471,0,0,1,0
gubatron/openbazaar-go,TRUE,Go,50,0,216,0,0,1,0
guillaume-sticky/Prebid.js,TRUE,JavaScript,362,0,854,0,0,1,0
GulajavaMinistudio/kubernetes,TRUE,Go,380,0,16475,0,1,1,1
gumgum/Prebid.js,TRUE,JavaScript,395,0,854,0,0,6,0
guoxiaolongzte/spark,TRUE,Scala,339,0,17972,0,0,0,0
guparan/sofa,TRUE,C++,66,0,121,1,0,1,0
gusano/supercollider,TRUE,C++,137,0,420,3,0,1,0
h2o/h2o,FALSE,C,93,620,620,454,8146,440,8146
Hack23/cia,FALSE,Java,9,13,13,20,15,1,15
Hains/openpli-dm8000-oe-core,FALSE,M4,21,2,2,0,4,3,4
hamburger1984/KISS,TRUE,Java,102,0,386,0,0,1,0
hande-qmc/hande,FALSE,Fortran,11,10,10,1,37,18,37
Hanks10100/incubator-weex,TRUE,Java,163,0,1539,1,0,4,0
hanxue/linuxbrew,TRUE,Ruby,413,0,208,0,0,1,0
haozhun/presto,TRUE,Java,229,1,2920,0,0,1,0
hardbyte/python-can,FALSE,Python,50,113,113,35,201,31,201
harisbal/pandas,TRUE,Python,402,0,7145,0,1,1,1
harlanhaskins/swift,TRUE,C++,403,1,7355,0,3,5,3
Harrix/Harrix-Html-Template,FALSE,HTML,1,0,0,0,0,1,0
harry-7/addons-server,TRUE,Python,301,0,360,0,0,1,0
Harry-R/skylines,TRUE,Python,35,0,59,0,0,1,0
hartsock/kubernetes,TRUE,Go,375,0,16475,0,0,1,0
hashicorp/nomad,FALSE,Go,274,809,809,466,4223,289,4223
hashicorp/vault,FALSE,Go,418,1710,1710,361,11236,460,11236
hasseboulen/WoWAnalyzer,TRUE,JavaScript,64,0,266,0,0,1,0
hasuniea/carbon-device-mgt,TRUE,Java,62,0,118,0,0,1,0
hawkrives/gobbldygook,FALSE,JavaScript,6,1,1,38,6,3,6
Hectate/three.js,TRUE,JavaScript,370,0,18163,0,0,1,0
heejaechang/roslyn,TRUE,C#,295,0,2523,2,0,1,0
heinrichschiller/heinerCMS,FALSE,PHP,1,0,0,0,0,0,0
